"","gamma_prim","gamma_temp","gamma_home","delta_temp","delta_home","delta_temp_agk_18_29_woman","delta_home_agk_18_29_woman","delta_temp_agk_18_29","delta_home_agk_18_29","delta_temp_agk_30_44_woman_kids","delta_home_agk_30_44_woman_kids","delta_temp_agk_30_44_woman_nokids","delta_home_agk_30_44_woman_nokids","delta_temp_agk_30_44_kids","delta_home_agk_30_44_kids","delta_temp_agk_45_64_woman","delta_home_agk_45_64_woman","delta_temp_agk_45_64","delta_home_agk_45_64","delta_temp_agk_65plus_woman","delta_home_agk_65plus_woman","delta_temp_agk_65plus","delta_home_agk_65plus","delta_temp_income_50minus","delta_home_income_50minus","delta_temp_income_100_149","delta_home_income_100_149","delta_temp_income_150plus","delta_home_income_150plus","delta_temp_education_highschool","delta_home_education_highschool","delta_temp_education_graduate","delta_home_education_graduate","delta_temp_impneighbor_20_39","delta_home_impneighbor_20_39","delta_temp_impneighbor_40_59","delta_home_impneighbor_40_59","delta_temp_impneighbor_60plus","delta_home_impneighbor_60plus","delta_temp_impneighbor_20minus_suburban","delta_home_impneighbor_20minus_suburban","delta_temp_impneighbor_20_39_suburban","delta_home_impneighbor_20_39_suburban","delta_temp_impneighbor_40_59_suburban","delta_home_impneighbor_40_59_suburban","delta_temp_impneighbor_60plus_suburban","delta_home_impneighbor_60plus_suburban","delta_temp_impneighbor_20minus_town","delta_home_impneighbor_20minus_town","delta_temp_impneighbor_20_39_town","delta_home_impneighbor_20_39_town","delta_temp_impneighbor_40_59_town","delta_home_impneighbor_40_59_town","delta_temp_impneighbor_60plus_town","delta_home_impneighbor_60plus_town","delta_temp_jobtype12_professional","delta_home_jobtype12_professional","delta_temp_jobtype12_administrative","delta_home_jobtype12_administrative","delta_temp_homeownership_nonown","delta_home_homeownership_nonown","delta_temp_factor_score_1","delta_home_factor_score_1","delta_temp_factor_score_2","delta_home_factor_score_2","delta_temp_factor_score_3","delta_home_factor_score_3"
"delta_home_agk_30_44_woman_kids",0.28732904127697,0.102179366421032,-2.13096288033506,10.3428325574565,-33.851996619755,2.16354747967786e-08,9.59148383267353e-14,8.23196296078553e-08,2.8933964434337e-11,10.3428325150475,-33.8519967683588,3.71825128062606e-08,1.02828710008315e-10,10.3428339368598,-33.8519966835227,-5.47595806612147e-09,2.73971899410821e-13,-1.10142859644016e-15,7.40501810756408e-08,-1.19877329607047e-17,6.0955199037953e-14,1.15707494003128e-07,-2.65767750033603e-09,0.672851624385927,-1.68961439454068,2.36474164577428,-7.79477644199534,3.84643765897852,-15.6499161675884,2.30695666311182,-5.03409067590438,3.99578182934108,-13.8373966085945,3.12891790623705,-12.4262711934214,0.721825759641153,-3.18973191129955,3.57331877782242,-7.94805110580969,1.29376014051782,-4.7703062762862,0.755383567559208,-3.87568970018443,0.450526639215198,-1.39251551551005,1.45464119035339,-3.60885382717625,0.231155058792652,-0.409582122697999,0.290273568674672,-1.40781008477834,0.0431983035837333,-0.435893197402115,1.01050706454456,-1.63773621115144,6.18663226954074,-20.9731879209236,1.56689006544055,-6.46295358593906,2.9860436776752,-8.36787063731345,-1.39250768760823,2.6553988064172,5.629316142315,-13.0017794760226,-0.718177577235471,0.123641367186216
"delta_temp_agk_30_44_woman_nokids",0.0808897974561515,-0.0836578300275253,0.53684662689952,-13.9840057987994,7.30935021134944,1.19562809490251e-11,-1.0416501692257e-08,3.54338376617702e-08,1.24393321850572e-11,8.33042879895107e-09,3.71825128062606e-08,-13.9840058032259,7.30935014443866,6.71495884987012e-07,-8.49791454116631e-10,-2.86570149119778e-08,3.09440857010438e-08,2.84954143935375e-11,3.80768602003984e-08,6.16541777593038e-18,-2.9144921613403e-15,-4.8043425100057e-09,1.81344390350005e-11,-1.38289075509914,0.793696506422079,-4.29558367804582,2.34399132789959,-3.32401103404442,1.92364701763262,-0.7759844494057,0.377308826796152,-6.31713452286034,3.34167872197685,-4.89506317945577,2.01128781134454,-2.07943586938661,1.15111872721351,-4.88013483809456,3.31976592094061,-1.27298345566252,0.639849898902021,-1.23964438213024,0.427556870323714,-1.39188566580702,0.810173238638507,-1.97837467651951,1.44450006434388,6.09794880225594e-12,-1.79045147503829e-09,-0.265380543909515,0.175538212053788,7.51656533522335e-09,-1.29794528511949e-08,-0.523905197388479,0.35239114536388,-8.83207448407292,4.5554674251791,-4.14238905710304,2.35227017562586,-8.76915893852932,4.46766526270996,-1.02378658554974,-1.28906219235153,-1.92047058766827,2.89420222913085,2.55727605591337,-1.74686231307407
"delta_home_agk_30_44_woman_nokids",0.260061266555222,0.0447495923562702,-2.2151387265544,7.30935015848308,-29.4068842893024,-1.69090385993936e-08,-1.7269117446481e-08,6.26295637836319e-09,-1.91656272259396e-08,-1.84900941531035e-07,1.02828710008315e-10,7.30935014443866,-29.4068843667384,1.10666345814615e-07,-2.04923366298385e-08,-5.21714869620121e-08,1.00423736256599e-08,3.61182059239974e-09,-9.66671608929015e-11,2.05973050300679e-18,1.25132276231077e-09,-1.17844735923565e-07,3.59174495463889e-11,0.793696624572504,-2.66056649681988,2.34399134775044,-8.27976383468809,1.9236470385254,-9.75448958742767,0.377308822014231,-1.18933814910514,3.34167861251879,-13.9799236341909,2.01128778309648,-8.82145455651943,1.15111926196244,-5.06852526605414,3.31976590551764,-11.3075884311464,0.639849897071625,-2.77426889371829,0.427556839355116,-2.42377999534235,0.810173275206855,-3.1185512437969,1.44450007455692,-5.16196138200839,-3.86889625022854e-15,5.61245295074221e-11,0.175538222342957,-0.721483921668145,1.22127823675207e-09,-2.3629634979184e-08,0.352391097990217,-0.864376333669278,4.55546741588853,-18.4113602697212,2.35227014159332,-9.46112336287058,4.46766523921633,-17.3313060422892,-1.28906292785332,2.16302372953308,2.89420221153925,-6.93803129021214,-1.7468625887751,5.66732620061834
"delta_temp_agk_30_44_kids",0.248347140894978,-0.334385429550059,1.06462386590318,-34.9780564247516,16.9621080751971,3.58214072108733e-07,3.29555380263281e-08,1.48474451342354e-06,3.05754693507984e-08,-20.569968272923,10.3428339368598,6.71495884987012e-07,1.10666345814615e-07,-34.9780831164566,16.9621059081278,1.41669715841191e-09,1.28803768432397e-06,7.13397245193581e-08,1.34446534999903e-06,-2.02080965483286e-19,-3.87558192176869e-10,2.10373781374252e-06,-4.40025907620154e-08,-1.30995539508691,0.803445743215984,-10.3167441969302,5.05351873781062,-11.9776178656274,5.81422662568519,-7.10444879574658,3.71502140347888,-12.4382386968803,6.22592648869823,-14.6167209241996,5.42575298060254,-3.36594538409298,1.46133261315141,-8.92002791397735,5.77262235624245,-3.60101101298998,1.89331408190113,-4.87591696023894,1.65530195865785,-1.94307266725838,0.86035540920637,-4.03623200587683,2.62145179164077,-0.953133088711449,0.373515943197944,-1.22489599491095,0.466009237321156,-0.125531170543718,0.0431979887314334,-1.30611110158176,1.01050709505116,-21.1872380239941,10.9196757269393,-7.24087465890939,3.05526598387468,-9.25789266606152,4.89447767240396,-8.15065684745447,0.163633008397947,-9.50237709159255,7.6513411298615,-1.11303405625589,-1.50651243363775
"delta_home_agk_30_44_kids",0.504340326769075,0.15622388326231,-3.4454420501914,16.9621057798258,-56.2441032269704,-4.53908703246236e-10,8.56824899101662e-16,-1.88138341296777e-09,-5.74992027934444e-09,10.3428325301233,-33.8519966835227,-8.49791454116631e-10,-2.04923366298385e-08,16.9621059081278,-56.244103239044,-1.84732211571398e-08,-5.76690952225974e-15,1.08095392569568e-15,-1.88750653187232e-09,-7.53390840628139e-18,-5.04319141562228e-09,-5.80772975921329e-09,-8.41788201936187e-09,0.80344549374597,-1.93224288139683,5.0535185729721,-16.1738683865582,5.81422648570069,-23.9346358829017,3.71501778722677,-9.72816039436135,6.22592579868698,-21.7495681364815,5.42575237513258,-21.7571411488768,1.46133296662245,-5.86193246804018,5.77262235304242,-14.147992011651,1.89331309682842,-6.54077896010697,1.65530111679134,-8.48700675418149,0.860355722173781,-2.82775699019774,2.62145051771738,-7.01939561921579,0.373515669840302,-0.703698071327457,0.466008701708012,-2.00632960907103,0.0431982838139453,-0.435893190769293,1.01050705286556,-1.63773625909364,10.9196754342017,-37.5104976362695,3.05526407564926,-11.3200732993651,4.89447732993515,-13.995500424494,0.163632139539873,-4.13821619729998,7.65134086753294,-17.7535840630283,-1.50652270453883,3.13213541499876
"delta_temp_agk_45_64_woman",0.14494609159867,-0.177372367860257,1.15677367969013,-27.5710482840303,15.7091676096213,-1.53068789870709e-08,-1.57568685609216e-08,8.1428250016171e-11,-1.59264385971157e-08,-1.53633408698167e-07,-5.47595806612147e-09,-2.86570149119778e-08,-5.21714869620121e-08,1.41669715841191e-09,-1.84732211571398e-08,-27.5710482296005,15.7091676680418,-27.5710482860794,15.7091676749437,1.21390604953811e-17,-1.28945647845805e-08,-7.91779358826132e-09,-1.88278640463572e-09,-1.40362056241353,0.790782523054162,-9.99895318532756,5.91407843987375,-8.31948207612084,4.53703906261419,-7.73508007855529,4.13602209203146,-8.35370623922315,4.53357980632831,-10.4897810130195,4.9101807548596,-3.56468550775965,1.85615023582154,-6.41667702807425,4.77934891314669,-4.05201152371587,2.35756793053326,-3.22200238998655,1.44104324990772,-1.6372990610881,0.867321039373324,-2.41031841921596,1.79780598736738,-1.81659071987435,1.13157525052737,-1.85633060126651,0.729519703546477,-0.466677448558223,0.189948442171604,-1.1907411417472,0.963322675734035,-15.4987970358566,9.10505871458566,-10.4619743602332,5.82256064843381,-9.55386840760318,5.86956970430484,4.49144971428242,-5.4321375036509,-4.35882149709762,6.11221537921773,1.55424571710001,-2.64630848793777
"delta_home_agk_45_64_woman",0.446489933630337,0.110560106847131,-3.82416189390279,15.7091676945779,-53.3491221522218,2.11593868243533e-11,1.51874159812082e-09,6.84202058527356e-08,1.71755484415772e-08,1.80255212436928e-07,2.73971899410821e-13,3.09440857010438e-08,1.00423736256599e-08,1.28803768432397e-06,-5.76690952225974e-15,15.7091676680418,-53.3491223500519,15.7091677041925,-53.3491222275633,8.26565367184092e-18,1.50271926180395e-08,1.05607857170229e-07,3.21885656054548e-11,0.790782724002687,-2.44256651396525,5.91407847424737,-16.5145215163473,4.53703909448712,-20.8277732055635,4.1360222008525,-11.442092196073,4.5335799791645,-17.0859294405674,4.9101807616641,-19.2976920313506,1.85615152385932,-8.17709915647619,4.77934892593588,-12.0559250237771,2.35756794043799,-8.42830935285566,1.44104338295143,-7.25535876301944,0.867321181733525,-2.94289166775662,1.79780608041691,-4.79144678410042,1.13157528045302,-2.39352633399059,0.72951972533097,-2.96589683467909,0.189948484337396,-1.56406154408143,0.963322715101522,-2.16524730813695,9.10505876304627,-32.2238962712663,5.82256068714042,-19.1345371933718,5.86956978425827,-17.0688132364497,-5.43213721267644,12.9712370550571,6.1122154140344,-8.69277133680126,-2.64630858154615,8.14787852569587
"delta_temp_agk_45_64",0.382049503090767,-0.5768697084933,2.61014480219305,-66.7521664373886,36.5289989745705,9.89280477003338e-10,1.09247929692906e-09,-1.86586590710463e-13,1.23707716491166e-08,-1.19027967566022e-07,-1.10142859644016e-15,2.84954143935375e-11,3.61182059239974e-09,7.13397245193581e-08,1.08095392569568e-15,-27.5710482860794,15.7091677041925,-66.7521664482689,36.5289989398169,3.28569742098391e-18,1.08095521577462e-08,-2.49835735494397e-15,1.7875214446068e-16,-3.56905349511819,2.02106836126936,-19.802850961452,11.836027515264,-24.5113900395694,13.27419844592,-18.3962627628036,9.75138609072058,-24.078681443543,12.8951004312536,-20.3662257313444,9.4830976445104,-12.0062837228872,5.85528471270568,-16.6162571617753,11.4943817353308,-10.0056268073679,5.5942619767288,-7.59997676292834,3.79671436446731,-6.68908789362189,3.05323853282391,-8.14475920603633,5.44888073733423,-4.65759411532694,2.51989991468291,-2.41137382006796,0.946416456020448,-0.631951928051242,0.262620111359791,-2.42260418086379,1.92308259811727,-40.7804505233358,23.2323935555371,-20.0979378595271,10.7256544042035,-19.2346892430294,10.6772373832579,4.8627954493937,-9.07645873816029,-6.32820924834891,10.4365877147234,6.78996325388039,-6.25167026092968
"delta_home_agk_45_64",1.00096120929021,0.314519301709724,-8.35305099663137,36.5289989174541,-118.553787425291,1.86439454460873e-08,-2.91440818649379e-11,8.42996560844802e-08,-2.70496047160543e-11,-5.69326381763641e-10,7.40501810756408e-08,3.80768602003984e-08,-9.66671608929015e-11,1.34446534999903e-06,-1.88750653187232e-09,15.7091676749437,-53.3491222275633,36.5289989398169,-118.55378759886,-4.45596628269002e-18,-1.44751658584499e-09,1.08603393823678e-07,-2.53812121962573e-09,2.02106860455839,-5.68832147890367,11.8360275461329,-32.0158149933747,13.2741984744263,-51.8684184032115,9.75138601935087,-25.7354346775018,12.8951001879444,-42.9223848738573,9.48309765935386,-35.3593834499758,5.85528553210143,-21.7480295002323,11.494381736225,-29.291102760921,5.59426194885119,-19.8477531429382,3.79671440807477,-16.2977527439398,3.05323858041612,-9.52200316117236,5.44888083147759,-15.0752026780154,2.51989993909256,-5.62360183347228,0.946416493734062,-3.60129644570273,0.262620142680974,-2.29154888925392,1.92308260284,-4.53424892626664,23.2323936054617,-76.4936386595496,10.7256543709508,-35.2547826675643,10.6772374007288,-30.6015128174914,-9.07645886859511,20.698182974909,10.4365877074593,-16.577668638064,-6.25167036117157,20.8816467224098
"delta_temp_agk_65plus_woman",-2.24234763161633e-18,-7.84947090520741e-18,5.10733797971394e-17,2.09031425437954e-16,1.46668888818593e-17,-2.71891122516069e-18,1.76031606108631e-17,6.32153288187082e-19,-9.01192024759883e-18,6.56661804913178e-19,-1.19877329607047e-17,6.16541777593038e-18,2.05973050300679e-18,-2.02080965483286e-19,-7.53390840628139e-18,1.21390604953811e-17,8.26565367184092e-18,3.28569742098391e-18,-4.45596628269002e-18,0,-2.30458346023231e-17,-5.27959363177994e-19,-1.1171466751996e-18,-5.85713319931292e-19,3.52859375386817e-18,-1.16627442154536e-17,2.40544043515438e-17,-2.96385194005773e-18,-6.07698353260183e-17,3.31487636118671e-18,-6.3002377453871e-18,-3.23709127780723e-18,-7.03661207644411e-18,-4.85884755435303e-17,-2.80317406245813e-17,-1.28049108145626e-19,-3.67123257837427e-17,-2.51549293090605e-17,-1.02283671196953e-16,-1.77937590085631e-17,-1.39703135341812e-17,-6.13874863723588e-18,1.87747436631529e-18,2.46672072163559e-18,5.45906058796782e-18,-9.76841950961758e-18,-1.15302018259083e-17,-1.38719712146621e-17,2.90680232900645e-18,-3.68596747106635e-18,-3.91070480710386e-18,2.74317669998489e-19,-6.05853984724292e-19,-6.83467080416408e-19,7.45782931129095e-18,9.52394326857445e-17,-7.74771900247696e-17,-1.80872332170877e-17,-9.96988717155483e-18,-3.99290318485637e-17,7.00900014679882e-18,-2.55607665691627e-18,-2.12955787829742e-16,8.82891213153429e-17,5.16311128968194e-16,8.35633253244128e-19,1.11771357586224e-17
"delta_home_agk_65plus_woman",0.132355889208446,2.2620997413811e-10,-0.670656652787385,-1.61744876035967e-09,-9.35274082521578,-1.94511453289844e-15,3.84481966913332e-10,-7.33720607112471e-14,-5.55927757501548e-12,-4.56943779084925e-08,6.0955199037953e-14,-2.9144921613403e-15,1.25132276231077e-09,-3.87558192176869e-10,-5.04319141562228e-09,-1.28945647845805e-08,1.50271926180395e-08,1.08095521577462e-08,-1.44751658584499e-09,-2.30458346023231e-17,-9.35274080227457,-2.19327568252863e-09,-9.35274080476249,4.69376225203795e-09,-0.44368465020396,1.13443992781875e-08,-4.38132772150247,-4.60465634303823e-14,-2.39663868582681,4.65605909216147e-10,-2.05566980534122,-1.29581771567131e-10,-3.50294116482239,5.66765582168213e-09,-3.96824225637355,1.79330253852554e-07,-1.18346609709138,-1.41050578463834e-14,-2.60349228365622,-3.14389047172497e-14,-1.35991650277102,-3.96629930196586e-10,-2.33189002574892,-1.86713878912416e-15,-1.18346611630719,1.47328139162568e-08,-0.852328844555169,1.95733326325507e-09,-0.237623666652499,4.33531872871207e-10,-0.223806237780587,3.65058676024472e-09,-7.51008139184605e-12,-9.37407226960546e-10,-0.335828024004948,6.72649243783812e-09,-4.35646295133809,3.94294373497173e-10,-4.28087304161684,-6.03707572370624e-15,-1.58892913837669,-4.25656913203526e-14,2.63094134521442,-4.41149068150154e-10,0.0496481425324412,-3.14904623051144e-13,2.82476983386712
"delta_temp_agk_65plus",0.0185743035370653,-0.0157783645614638,0.151525707581337,-4.15177538451002,2.16764394495789,-2.56620037256456e-09,-3.56413267326357e-08,1.20916919436817e-07,1.19920149219795e-13,-1.32436850328114e-12,1.15707494003128e-07,-4.8043425100057e-09,-1.17844735923565e-07,2.10373781374252e-06,-5.80772975921329e-09,-7.91779358826132e-09,1.05607857170229e-07,-2.49835735494397e-15,1.08603393823678e-07,-5.27959363177994e-19,-2.19327568252863e-09,-4.15177542634734,2.16764370054312,-0.0937330098381906,0.085224415068179,-0.796800855270863,0.475463913347681,-1.05235106173729,0.557364592087864,-0.859222656154418,0.492115501498902,-1.60068050199712,0.862721433157443,-0.562616123027637,0.222337700358262,-0.590825499592975,0.198080113128911,-1.26510181102566,0.741684203096213,-0.658960277916591,0.438221492602119,-0.104071488044221,0.0811665643614024,-0.59082541014167,0.198080013465009,-1.13223777717717,0.623334741070252,-0.470748312393947,0.330383406007192,4.01371757470527e-08,-1.98544084955877e-15,2.56859683151867e-08,-4.80538393252326e-08,-0.0937331215228293,0.0852244747080364,-2.36731286078457,1.33850075058227,-1.53034575376106,0.753961653356902,-2.27523461112566,1.13989195055638,-1.06675441045689,0.332747266864039,2.20498720006334,-1.00114928332991,-0.865213137575062,0.302287436908872
"delta_home_agk_65plus",0.204786901702665,0.00655156863960484,-1.21600557683831,2.16764372605026,-17.592833930314,9.68563942350487e-12,-8.46435205298029e-09,-2.81686815065569e-16,-7.85272401197818e-09,-8.25203727224775e-08,-2.65767750033603e-09,1.81344390350005e-11,3.59174495463889e-11,-4.40025907620154e-08,-8.41788201936187e-09,-1.88278640463572e-09,3.21885656054548e-11,1.7875214446068e-16,-2.53812121962573e-09,-1.1171466751996e-18,-9.35274080476249,2.16764370054312,-17.592833904426,0.0852244162747209,-0.595067220690549,0.475463919618553,-6.1354508307033,0.55736460152429,-5.3317911503749,0.492115458488034,-3.17238705802967,0.862721132471049,-6.75292476031811,0.222337696829749,-5.17972327951704,0.198080416807051,-2.19870592467933,0.741684194942432,-5.2757996765388,0.438221491903896,-2.93707808904174,0.081166511418156,-2.98103023959198,0.198080132929044,-2.19870597328757,0.623334785336938,-3.22058884086127,0.330383447705151,-0.729377833497819,-5.39017267202883e-16,-0.223806238093926,2.28844948355678e-14,-1.14132728931063e-08,0.0852244629417378,-0.487210568415991,1.33850076039929,-9.1416439223347,0.75396161809066,-7.35912859775117,1.13989196446326,-4.93779113173931,0.332747152952243,1.01253529230772,-1.00114931207334,4.6949052368486,0.302287019734702,1.91543720570403
"delta_temp_income_50minus",0.0758913047766992,-0.0822004794167853,0.324862598257666,-12.0342111571178,5.99376804688562,-3.60463426893522,1.38012790656477,-4.38458359761093,1.56603042501714,-1.13673813781475,0.672851624385927,-1.38289075509914,0.793696624572504,-1.30995539508691,0.80344549374597,-1.40362056241353,0.790782724002687,-3.56905349511819,2.02106860455839,-5.85713319931292e-19,4.69376225203795e-09,-0.0937330098381906,0.0852244162747209,-12.0342115700414,5.99376766646738,1.84625973276576e-07,5.76273903336692e-09,1.7608645321339e-07,1.2007175276952e-08,-8.99299011758761,4.29768635335639,-0.671071486460244,0.321971420609752,-4.51689560745602,1.99162249865932,-1.26417565016263,0.433272936605098,-2.9506699439669,1.9555255005335,-1.10260194365321,0.692330111563776,-1.07470071379149,0.47980893398531,-0.329819574923081,0.109281578066455,-0.885813715272298,0.630261955813229,-0.717829893809037,0.270655206001065,-0.483716805372193,0.1362282615702,-0.0102845833463148,0.00345154192687531,-0.693148568858786,0.499781579804801,-4.37209779280907,2.18537465712264,-4.9053509346063,2.69947560049932,-8.10984098002085,3.84083284438379,-3.21214884614896,0.724376389467489,2.33341437667524,0.107105428019023,-5.60491303041049,2.80559671903368
"delta_home_income_50minus",0.169878802274929,0.0397519688103213,-1.05175209143763,5.99376775955355,-20.0519253096016,1.38012790629612,-6.12211571578935,1.5660304541937,-6.69209185703092,0.672851336097097,-1.68961439454068,0.793696506422079,-2.66056649681988,0.803445743215984,-1.93224288139683,0.790782523054162,-2.44256651396525,2.02106836126936,-5.68832147890367,3.52859375386817e-18,-0.44368465020396,0.085224415068179,-0.595067220690549,5.99376766646738,-20.0519252914466,-1.81754155192883e-15,-1.31532527118432e-08,-2.94210848318139e-09,1.2323563668906e-09,4.29768576018048,-13.8745541871864,0.321971478202257,-1.51943412194174,1.99162235309302,-7.19589936839379,0.433273365973352,-1.93593595530643,1.95552548319411,-5.7521268593384,0.692329959614231,-2.20642729385832,0.479808706123485,-1.81304538892195,0.109281839202333,-0.351712577194173,0.630261722284873,-2.19961913105261,0.270655168840958,-0.756090313508227,0.136228187952933,-0.922381304092622,0.0034515573485527,-0.221814759991545,0.499781570777728,-1.07326265935416,2.18537462407692,-7.63437169304246,2.69947533736728,-8.98039310648613,3.84083283262652,-13.2839592924165,0.724375993483443,-2.77020569483703,0.107105378189962,3.25527889975792,2.80559456551715,-7.83516300091186
"delta_temp_income_100_149",0.234919065902467,-0.352942364379432,1.67749586671785,-42.5144123675514,23.7023096139987,-1.02934107632074,0.460632658659173,-2.65832281033778,1.47275884596241,-4.83660790212098,2.36474164577428,-4.29558367804582,2.34399134775044,-10.3167441969302,5.0535185729721,-9.99895318532756,5.91407847424737,-19.802850961452,11.8360275461329,-1.16627442154536e-17,1.13443992781875e-08,-0.796800855270863,0.475463919618553,1.84625973276576e-07,-1.81754155192883e-15,-42.5144124163586,23.7023094691922,-1.25963349634127e-13,1.35147652038653e-08,-6.23553837007618,3.65730430495952,-17.654603806041,9.41724291840588,-15.1137476608203,7.01407898481155,-5.24120912937659,2.50446565592349,-12.3819329281507,8.84787074109754,-5.16673407902409,2.7711312062909,-4.6196418253904,2.34404913856629,-3.37763522781069,1.46097877275178,-6.28636394860883,4.4446591902363,-2.19670557466375,1.22430810173168,-2.36966440575109,1.00681643262858,-0.389828078744945,0.155069632583076,-0.830659227968744,0.570717014297938,-25.0192057016402,14.6510140719722,-13.1649928261844,6.99258580426848,-13.1352848760799,7.5941541767418,-3.68083352129956,-2.34642040150424,-4.68548791342182,7.22058337378311,0.838947164943141,-2.50797701866348
"delta_home_income_100_149",0.605272939147938,0.176557253329831,-5.3798659835275,23.7023094682479,-75.6884447863703,0.460632664617792,-3.07231702882097,1.47275882021245,-5.10290062686386,2.3647415361488,-7.79477644199534,2.34399132789959,-8.27976383468809,5.05351873781062,-16.1738683865582,5.91407843987375,-16.5145215163473,11.836027515264,-32.0158149933747,2.40544043515438e-17,-4.38132772150247,0.475463913347681,-6.1354508307033,5.76273903336692e-09,-1.31532527118432e-08,23.7023094691922,-75.6884447963645,-9.68003161459767e-14,4.56456005508942e-10,3.65730415706526,-10.1113350706431,9.41724289131591,-30.6516261805008,7.0140789703898,-25.609235707195,2.50446581662771,-9.08081085070132,8.84787072688067,-23.2977218929552,2.7711311535376,-9.81377151420725,2.34404913194651,-10.8813252587665,1.46097875457622,-5.72154073512681,4.44465910962902,-11.7967134903903,1.22430807088769,-2.46239635391298,1.0068164289011,-3.64013371339645,0.155069628847013,-1.09605660968241,0.570717004601326,-1.86274752525939,14.6510140594383,-46.2797447477482,6.99258576534173,-24.3304022330429,7.5941541728311,-19.9595030518702,-2.34642037632179,3.11077547432815,7.22058336496315,-6.38468052483153,-2.50797736595481,3.86218475155243
"delta_temp_income_150plus",0.272907254486077,-0.262473625942055,1.81589316660295,-45.7386703713089,24.2828934362701,-0.229392866982399,0.10741279165643,-0.741484794279174,0.452492640580068,-7.53883493872737,3.84643765897852,-3.32401103404442,1.9236470385254,-11.9776178656274,5.81422648570069,-8.31948207612084,4.53703909448712,-24.5113900395694,13.2741984744263,-2.96385194005773e-18,-4.60465634303823e-14,-1.05235106173729,0.55736460152429,1.7608645321339e-07,-2.94210848318139e-09,-1.25963349634127e-13,-9.68003161459767e-14,-45.7386703822716,24.2828934356022,-3.69739712749005,2.17640846272226,-24.7494076612663,12.6793540659263,-15.6016780395715,6.69788991464983,-9.521345390404,4.64263822227907,-11.0784545321573,7.71357535387934,-6.08535710211047,3.40681728958163,-6.63877309786641,2.97645352070877,-5.73416356853982,2.83926901054857,-6.44862512462739,4.46688495892635,-1.56270732134383,0.964114666551015,-1.1174779291541,0.430333062745197,-0.460285985278896,0.201412311224082,-1.28074410376228,1.00371387871819,-34.6462588136631,19.0557329623292,-6.82505196575838,3.27001433604931,-9.85468781709744,5.55946786310962,-2.48911867011189,-2.78189497395724,-7.69902541515573,7.06002809575487,13.4011972520752,-8.12890199446309
"delta_home_income_150plus",0.981733601624672,0.142381465683166,-7.42441941977784,24.2828934256878,-101.901803745031,0.107412797470362,-0.701199627863977,0.452492662532656,-1.65528423813854,3.84643757398573,-15.6499161675884,1.92364701763262,-9.75448958742767,5.81422662568519,-23.9346358829017,4.53703906261419,-20.8277732055635,13.27419844592,-51.8684184032115,-6.07698353260183e-17,-2.39663868582681,0.557364592087864,-5.3317911503749,1.2007175276952e-08,1.2323563668906e-09,1.35147652038653e-08,4.56456005508942e-10,24.2828934356022,-101.901803754785,2.17640832357548,-6.76324121896956,12.6793540034786,-52.6527230095385,6.69788991628112,-33.6434648367062,4.64263846232728,-20.2801178726841,7.7135753467806,-25.609594718017,3.40681724967162,-14.4567139997114,2.97645348601462,-16.6955895328628,2.83926908756675,-9.97392178894025,4.46688492308092,-15.5853297128404,0.964114655596248,-2.17554750185223,0.430333076054468,-1.9955709057842,0.201412318355292,-1.90461272573189,1.00371388755824,-2.49449031101047,19.0557329764525,-77.7805322330569,3.27001432074931,-17.2254495398397,5.55946786116989,-22.2042033830505,-2.7818950421752,3.35330966931358,7.06002808895467,-16.0270944828282,-8.12890219964603,31.0227699278847
"delta_temp_education_highschool",0.223414636773088,-0.435127278622926,1.04411904224241,-36.2140403066634,18.0758289581405,-3.6871972359625,1.51584004218568,-6.19451712248935,2.54073502977348,-3.92755080852087,2.30695666311182,-0.7759844494057,0.377308822014231,-7.10444879574658,3.71501778722677,-7.73508007855529,4.1360222008525,-18.3962627628036,9.75138601935087,3.31487636118671e-18,4.65605909216147e-10,-0.859222656154418,0.492115458488034,-8.99299011758761,4.29768576018048,-6.23553837007618,3.65730415706526,-3.69739712749005,2.17640832357548,-36.2140403010896,18.0758289150794,-1.52352743339876e-07,6.97229060063586e-14,-11.7346492033136,4.79110113640967,-3.77058211373332,1.50646509969654,-8.63130904401032,5.43838531902081,-4.65664673818266,2.62372947980006,-3.72185406990829,1.58937421498157,-1.39550513774643,0.480348563604248,-2.59798095482421,1.71990073449644,-3.97742923799792,2.0616390671032,-1.41048676571651,0.599105101865459,-0.181526731826216,0.0531226944632074,-1.52183973794886,1.1492299325117,-14.8016569553581,7.88497129176663,-13.8890841886028,6.9455047062037,-16.4139571651268,7.80520894869731,-4.11970153513721,-1.67532012585583,5.84559642345176,1.40942463243767,-11.5173526719775,3.75512356492816
