"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"gamma_prim",24.5271945630602,3.09508760323201,7.92455584696472,2.80994726886857,8.7287027891225
"gamma_temp",12.6034732893011,1.55294748512264,8.11583998174017,1.31782218673507,9.56386484926806
"gamma_home",7.71139670470322,0.785248178245822,9.82033058889716,0.683797770769642,11.2773060023634
"delta_temp",-0.935712919094682,0.413181179458516,-2.26465523023328,0.432471917067294,-2.16363856742421
"delta_home",0.16084338555367,0.344784799876574,0.466503702051971,0.397265219420192,0.404876585441888
"delta_temp_agk_18_29_woman",-0.234727465107827,0.471945638406045,-0.497361234019661,0.479857129010561,-0.489161150094451
"delta_home_agk_18_29_woman",0.237903950193103,0.415534123870074,0.572525664023418,0.441769135480606,0.538525512730274
"delta_temp_agk_18_29",0.399409634638754,0.452928109659052,0.881838919071319,0.45408778669156,0.879586825157344
"delta_home_agk_18_29",-0.240756832034307,0.388817385820009,-0.619202846412218,0.414294207953733,-0.581125266567072
"delta_temp_agk_30_44_woman_kids",-0.14892673928479,0.306142986996811,-0.486461377886607,0.323445174823758,-0.460438896223877
"delta_home_agk_30_44_woman_kids",0.0601057088237499,0.249849374885659,0.240567777490965,0.244430284357586,0.2459012351179
"delta_temp_agk_30_44_woman_nokids",-0.192934213173866,0.335271062385358,-0.575457397966868,0.332544222340193,-0.58017610955963
"delta_home_agk_30_44_woman_nokids",-0.366794650596937,0.244987234191158,-1.49719903491271,0.258307047620393,-1.41999474646923
"delta_temp_agk_30_44_kids",0.194667816963265,0.330682798505922,0.588684436695242,0.343401711650089,0.566880741589381
"delta_home_agk_30_44_kids",-0.650983292456522,0.25814222473001,-2.52180089149453,0.253071151235011,-2.5723330742349
"delta_temp_agk_45_64_woman",-0.193594224706104,0.231505581795639,-0.836239986977932,0.226428013342555,-0.854992374168924
"delta_home_agk_45_64_woman",0.317567062531597,0.175972891214632,1.80463627289197,0.169757929469081,1.87070532448641
"delta_temp_agk_45_64",0.374846726706061,0.283334610761197,1.32298248244014,0.281076431454374,1.33361137668673
"delta_home_agk_45_64",-0.230368271873947,0.215185844527814,-1.07055495392575,0.223241807998148,-1.03192262210965
"delta_temp_agk_65plus_woman",-3.02634969285094,1.06658080309135,-2.83743124203948,1.05757451324916,-2.86159476702323
