"alpha_base","gamma_prim","gamma_temp","gamma_home","delta_temp","delta_home","delta_temp_agk_18_29_woman","delta_home_agk_18_29_woman","delta_temp_agk_18_29","delta_home_agk_18_29","delta_temp_agk_30_44_woman_kids","delta_home_agk_30_44_woman_kids","delta_temp_agk_30_44_woman_nokids","delta_home_agk_30_44_woman_nokids","delta_temp_agk_30_44_kids","delta_home_agk_30_44_kids","delta_temp_agk_45_64_woman","delta_home_agk_45_64_woman","delta_temp_agk_45_64","delta_home_agk_45_64","delta_temp_agk_65plus_woman","delta_home_agk_65plus_woman","delta_temp_agk_65plus","delta_home_agk_65plus","delta_temp_income_50minus","delta_home_income_50minus","delta_temp_income_100_149","delta_home_income_100_149","delta_temp_income_150plus","delta_home_income_150plus","delta_temp_education_highschool","delta_home_education_highschool","delta_temp_education_graduate","delta_home_education_graduate","delta_temp_impgender_20_39","delta_home_impgender_20_39","delta_temp_impgender_40_59","delta_home_impgender_40_59","delta_temp_impgender_60plus","delta_home_impgender_60plus","delta_temp_impgender_20_39_woman","delta_home_impgender_20_39_woman","delta_temp_impgender_40_59_woman","delta_home_impgender_40_59_woman","delta_temp_impgender_60plus_woman","delta_home_impgender_60plus_woman","delta_temp_jobtype12_professional","delta_home_jobtype12_professional","delta_temp_jobtype12_administrative","delta_home_jobtype12_administrative","delta_temp_commute_noncar","delta_home_commute_noncar","delta_temp_neighborhood_suburban","delta_home_neighborhood_suburban","delta_temp_neighborhood_town_rural","delta_home_neighborhood_town_rural","delta_temp_homeownership_nonown","delta_home_homeownership_nonown","delta_temp_factor_score_1","delta_home_factor_score_1","delta_temp_factor_score_2","delta_home_factor_score_2","delta_temp_factor_score_3","delta_home_factor_score_3","logLike"
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2770.4208939136
0.156939352333549,0.943019833187613,0.777074052028866,0.894768825714582,-0.0414530762861454,0.0615643172191963,-0.0338050867653152,0.0662893033888045,-0.0323412884142357,0.0572174537981921,-0.032809237639951,0.0536858249011109,-0.0440687410536942,0.0828669218957922,-0.0305459154029926,0.0440106895390859,-0.0405290666964589,0.0840536261435481,-0.0395871286556171,0.0590367510292706,-0.0557348676231075,0.104837612368169,-0.051837868015209,0.056956673134644,-0.00588204443888733,-0.00948645195619213,-0.0385128668434276,0.079739841271112,-0.0497878012846121,0.0799179918446931,0.00459055578599339,-0.0158043575450875,-0.0449413190147798,0.0766249908273438,-0.041617191346254,0.0354334606452987,-0.0506165660681732,0.0900869216178932,-0.0308649002525705,0.0793546248599529,-0.0408800455285308,0.0693339840052179,-0.0428437062531763,0.09847881581472,-0.0301422736806532,0.0869038783199837,-0.0450090538421243,0.0881635873502656,-0.0521962204135406,0.0681224233353239,-0.0263584639819765,0.0706367377383757,-0.0476923473344653,0.0813801414531309,-0.0393214884902279,0.0578889502170503,-0.0327404505960825,0.0585055281887451,-0.00639366616395084,0.0543061966979853,0.000246975764597888,-0.0368497657199513,0.0111585312373649,0.0176725686086178,-2597.76915902829
0.986371428877837,1.0744509315214,1.21665018512685,0.348520709401668,-0.110143503736069,0.0941862835618147,-0.103229739669554,0.162210381979209,-0.0582043496487971,0.056304003105247,-0.0520891544965983,-0.0814412104832694,-0.105889294417086,0.203013356389505,-0.0211048303761492,-0.0208516164536154,-0.109501408521096,0.162684947199479,-0.0641757411381866,0.0450266182907261,-0.346224463811412,0.398747122762342,-0.220496499924897,-0.058522784143246,0.0625499719453601,-0.133039388778525,-0.0414639411988389,0.190607180144157,-0.177625033704519,0.101432620840168,0.178023772176363,-0.127933492950939,-0.138690333648155,-0.0208401542997373,-0.156852067543936,-0.0633125298014601,-0.19296038048271,0.0122534094868901,0.0243483965173595,0.213580470395382,-0.101621621776181,0.107215447306351,-0.151979882439138,0.222037023763451,-0.019411048318557,0.152675909219871,-0.146333500687192,0.243108002846774,-0.219478200934239,0.103247732306073,0.0143940770298361,0.185801177934254,-0.142031581478924,0.167289231885049,-0.103856807380606,0.0939145538688934,-0.00558646063810467,0.0727160227021015,0.0044319721471186,0.222237839564208,-0.0132495036626108,-0.165211132128691,0.0749739875528241,0.134263607074357,-2375.73980616101
2.47009420078392,1.38885611028732,1.78444043217761,0.640819602047552,-0.210236133996118,0.137634060403077,-0.269717013028803,0.238893445980958,-0.131517429347259,0.0310290630620953,-0.0238513966204254,-0.0271533925135278,-0.227854562212136,0.189938094569298,-0.0118012015328175,0.0493129770589535,-0.201160427516619,0.116719850334768,-0.0870426960491828,0.0186902214571133,-1.54881665761465,-0.270737032698573,-0.407421058645291,-0.129682910875611,0.103572588880078,-0.0628384946796279,-0.0708516433755641,0.280144622215292,-0.347849208525488,0.170269813131449,0.343817754111714,-0.120491205533301,-0.237434405304639,-0.0828260585738801,-0.279247520010134,-0.14523587082171,-0.454785373017016,-0.030140304527232,0.08019648175514,0.241826774194263,-0.211847494146329,0.123377065976624,-0.318279003778613,-0.223817113755215,-0.0307657372777528,-0.0233251078519223,-0.296245513274697,0.349726727188964,-0.454158552534754,0.180386101084806,0.0925988778969763,0.333989983239223,-0.255164354733355,0.239154893167372,-0.185980532157443,0.122295044263355,0.035305740934147,0.140575095357239,0.0256215180104988,0.315326536089351,-0.0213052853615694,-0.230523389239675,0.153306855602317,0.198082963299504,-2252.73499920785
4.40148015410403,1.20517760580579,2.64800343910992,0.461828537152471,-0.273450724425222,0.168004272907702,-0.353069351850769,0.183889160863572,-0.0307616920072508,-0.183505451736338,-0.0993448354456808,-0.134917231509028,-0.265261914255091,0.152358428703325,0.098613913296694,-0.0388329587635079,-0.240269896092561,0.15206766879028,0.00892016662089792,-0.0684393477341874,-2.82714164791228,0.60807620828473,-0.303272223347856,-0.00549024966282163,0.0697425097022407,0.00916646870545158,0.0368385024052675,0.228257497738331,-0.374683496610948,0.172633020569162,0.571856934994827,-0.054854012325418,-0.289505119890272,-0.150935587489097,-0.416653493261946,-0.306421505264283,-0.653113082806915,-0.165249243485288,0.264340606356418,0.258767658858183,-0.115258308569876,0.1462819206993,-0.238888341626646,-0.118841025750709,0.0714524603003929,-0.185477167776049,-0.463253699278573,0.36963765498103,-0.648577270141941,0.214653011098058,0.240596387160829,0.318515719875614,-0.238853826454373,0.172152135666515,-0.242301630716983,0.120715220064524,0.132880969014862,0.170950886549123,0.0700352675094559,0.338209811436589,-0.025862107889018,-0.233522288033441,0.192733236922493,0.219406552912168,-2216.41662260072
4.85022362202562,0.94197160972396,1.71721203472056,0.528157449582389,-0.609683571796596,0.542883579027274,-0.582389132989066,0.0991778591489035,0.13004140357406,-0.403799787249332,-0.371552938276952,-0.0531075838196652,-0.336533799837817,-0.276365472912999,0.419497765553883,-0.26284649277352,-0.514939459057349,0.125047319156254,0.367867257067438,-0.340650100837453,-3.77648498476503,-0.656897598718898,0.258678910790321,0.0385830740971483,0.0743772049637977,0.0570158182838193,0.148691380232161,0.292133457638383,-0.258204919534883,0.314773090465946,0.749454073745808,-0.0120100558652829,-0.107325456983911,-0.238982266828923,-0.662552773493711,-0.707854443001801,-1.04966319685225,-0.33667744180934,0.1530854834555,-0.0114192007386544,0.344752788715492,0.431974448938909,0.448239757292001,-0.0989376584727728,0.377383093303842,0.0373890906633575,-0.701447289355142,0.388302683933723,-0.970970280890383,0.158326587054341,0.322163167350218,0.419313314804651,-0.179689346283231,0.0752730105019214,-0.236434923128378,-0.0211163337487604,0.284486735768686,0.112288603981861,0.132857315089761,0.411363868496488,0.00419648476480371,-0.129700916633427,0.211853975059626,0.234379358636171,-2201.9758918224
4.95043542515125,1.0506674292735,2.21033280442104,0.489594575429551,-0.751141552550402,0.846921242867991,-0.558974207781842,0.113815382665135,0.136936620295159,-0.46678682476145,-0.432299917470577,-0.390208095477062,-0.478753239912055,-0.509687769876519,0.456731071856446,-0.292053124678668,-0.719435299524659,-0.0434955743705975,0.554188584273125,-0.319201714824636,-3.93058125732415,-0.381925847399145,0.3994217989262,-0.0485459194073323,0.0960340086035223,-0.163999170413052,0.244096884534995,0.254787606836426,-0.204134406598029,0.249683013709967,0.699002909921729,-0.025372669440457,-0.0147094116543794,-0.151173158388485,-0.687331331370484,-0.589537802721459,-1.17708789999742,-0.426764384554768,0.0314044499437559,-0.0200214073899378,0.452331691332718,0.542407433544757,0.625182928976945,0.305622452410233,0.493915678679257,0.335353972606199,-0.707843969157491,0.271021989993222,-0.90785549812858,0.164501927213016,0.332236430924621,0.469334776183679,-0.193381390437424,0.0126821212087437,-0.293549648959302,-0.140694769178152,0.308000885499693,0.0990643850839491,0.138205839260584,0.427554471180727,0.0152045405956553,-0.207218799680335,0.199700274083378,0.180289222693896,-2197.91879943325
5.03201461301329,1.09105293579549,2.26475657634019,0.451255085484726,-0.634507922328636,0.609844092680762,-0.511691836948512,0.161051147715065,0.0192623470360922,-0.295025101702205,-0.404208659406895,-0.227622119557213,-0.50757401091916,-0.180071989004496,0.372469841072614,-0.155382460732358,-0.719259110657275,0.0277715225473864,0.456467118938113,-0.166657882673894,-3.96655532137689,-0.542653967541842,0.299988301319807,0.135088455532221,0.0891909011887662,-0.029696542263057,0.255570362991345,0.318052531393839,-0.186784620778808,0.251400028507804,0.730776662358411,-0.044508803790548,-0.0309531073857713,-0.0853199164351229,-0.69920593102424,-0.489092348050025,-1.15111257257209,-0.337999746902643,0.0120300487448329,0.0305810649998265,0.411311560346456,0.384003670602295,0.615468451526361,0.0826274345174322,0.493923534800217,0.0656147207232944,-0.702353525184109,0.29121258654722,-0.880409293495232,0.134850748788558,0.305827788036887,0.439065964042993,-0.20750579770669,0.0546098499961064,-0.283061784636641,-0.0871527914062747,0.283322486337752,0.13480254279602,0.133588217027839,0.415984321240889,-0.0019726677910499,-0.193156758559785,0.208552713954896,0.229226619166955,-2196.1431283011
5.19435569254875,1.08171492839125,2.09210472252692,0.474639316334922,-0.59793458643402,0.605959438764246,-0.494314245393116,0.123950561608546,-0.0042936002776939,-0.314111703765055,-0.394149712493105,-0.128912002808673,-0.460585920989983,-0.134224948656898,0.357116592033247,-0.141961108007832,-0.66804821843307,0.0839944893741395,0.391403262281115,-0.205814949289105,-3.63403993883831,-0.228877829513403,0.259947772803391,0.139395172058087,0.0768099018041277,0.0402795317154807,0.227977233545291,0.290940204195817,-0.196935082437279,0.252655008184266,0.752042587668644,-0.0490010674935306,-0.0315974244611469,-0.129212497495124,-0.683926576003611,-0.498699625404446,-1.11962149297238,-0.286209672702584,0.041345686010006,0.0489524345939914,0.379077421844749,0.324019323077748,0.594282532179692,-0.0215685443427866,0.404566723142118,-0.00834552685807739,-0.695715896196308,0.30128967753232,-0.900458864329248,0.126580553190609,0.306289750695694,0.416619264478179,-0.203848682347639,0.0590961695837956,-0.271892588499584,-0.0674901100097904,0.271387182100296,0.136669037007259,0.131019265722834,0.399459888200551,0.00274934079622319,-0.175213760881333,0.218604262528671,0.222071719514269,-2195.45078519964
5.27580344580886,1.05190700932524,2.11275088040705,0.453352799887019,-0.5988569165185,0.745211409302877,-0.511739778641013,0.140382304882715,0.0190495829234797,-0.412040999482224,-0.425331706542099,-0.241195052307252,-0.446538993025588,-0.243538955994697,0.384256433696371,-0.183208899432386,-0.64930279124956,0.0430572379784234,0.385892045747709,-0.256385799409327,-3.60149922473415,-0.397821139496049,0.257865974493531,0.0501618703032392,0.0745059282851955,-0.0187246381272243,0.222076965297808,0.261791759136377,-0.20956106172559,0.256480392891803,0.747680734173414,-0.0469571890571031,-0.0375260048063426,-0.157338752021677,-0.686582639290461,-0.534871692802306,-1.10370618794756,-0.345047007503855,0.0649148531026593,0.0441994439783953,0.391545540586713,0.389716114616422,0.550866450601865,0.0949808630612525,0.371563159522182,0.0724810324771648,-0.710407248859369,0.277356419578065,-0.924552551076278,0.120477563760126,0.321253178294143,0.423253060669609,-0.193876651129834,0.0505182533244539,-0.270453069904449,-0.0667832720157043,0.277651795507667,0.12880379040592,0.128266968860048,0.406487906134699,-0.00199413965930741,-0.19269906097949,0.222820615769272,0.214984343742579,-2194.9767754241
