"","alpha_base","gamma_prim","gamma_temp","gamma_home","delta_temp","delta_home","delta_temp_agk_18_29_woman","delta_home_agk_18_29_woman","delta_temp_agk_18_29","delta_home_agk_18_29","delta_temp_agk_30_44_woman_kids","delta_home_agk_30_44_woman_kids","delta_temp_agk_30_44_woman_nokids","delta_home_agk_30_44_woman_nokids","delta_temp_agk_30_44_kids","delta_home_agk_30_44_kids","delta_temp_agk_45_64_woman","delta_home_agk_45_64_woman","delta_temp_agk_45_64","delta_home_agk_45_64","delta_temp_agk_65plus_woman","delta_home_agk_65plus_woman","delta_temp_agk_65plus","delta_home_agk_65plus","delta_temp_income_50minus","delta_home_income_50minus","delta_temp_income_100_149","delta_home_income_100_149","delta_temp_income_150plus","delta_home_income_150plus","delta_temp_education_highschool","delta_home_education_highschool","delta_temp_education_graduate","delta_home_education_graduate","delta_temp_impgender_20_39","delta_home_impgender_20_39","delta_temp_impgender_40_59","delta_home_impgender_40_59","delta_temp_impgender_60plus","delta_home_impgender_60plus","delta_temp_impgender_20_39_woman","delta_home_impgender_20_39_woman","delta_temp_impgender_40_59_woman","delta_home_impgender_40_59_woman","delta_temp_impgender_60plus_woman","delta_home_impgender_60plus_woman","delta_temp_jobtype12_professional","delta_home_jobtype12_professional","delta_temp_jobtype12_administrative","delta_home_jobtype12_administrative","delta_temp_commute_noncar","delta_home_commute_noncar","delta_temp_neighborhood_suburban","delta_home_neighborhood_suburban","delta_temp_neighborhood_town_rural","delta_home_neighborhood_town_rural","delta_temp_homeownership_nonown","delta_home_homeownership_nonown","delta_temp_factor_score_1","delta_home_factor_score_1","delta_temp_factor_score_2","delta_home_factor_score_2","delta_temp_factor_score_3","delta_home_factor_score_3"
"delta_temp_agk_30_44_woman_nokids",-5.96930317072693e-18,4.70058318630379,-1.08939959183783,18.7547155422688,-19.9155561112599,10.8068318152601,8.59026130372992e-09,5.72281281495664e-08,2.116524620078e-07,1.49466946185904e-11,1.2981147107677e-11,3.6501431499906e-08,-19.9155561396954,10.8068318367079,-4.20491535984008e-15,2.6999054970706e-08,-5.39626831209879e-10,-8.49343521323057e-09,1.19272405265434e-08,-1.5237213646473e-09,1.21264983235458e-09,1.44484419446442e-11,1.78595611295002e-08,4.98728512512848e-08,-1.71692885644747,1.1550019076892,-4.86500554281598,2.58492437623984,-5.3134266556298,2.79762348573583,-1.80669578211204,1.42169079997097,-8.89868815150848,4.44489028511257,-5.70737130982994,2.88195351428158,-1.96349044377373,1.07149538120957,-7.47692953158437,4.37750075383536,-5.70737131237939,2.88195351796699,-1.96349044267831,1.07149542643564,-7.47692962590417,4.37750063605862,-10.849741240419,5.7985518991646,-7.04411405383718,3.75335856711846,-7.28773930505099,4.0256633225981,-9.53246347000443,5.62395320958652,-9.47771684215534,4.75043637717995,-11.9350686477036,6.70634558790853,-2.50922339184239,1.81163505784062,0.0344667749156056,-0.843792748510867,0.977409814087364,0.651598511927785
"delta_home_agk_30_44_woman_nokids",-7.29220824266003e-18,11.686985377384,0.624008020263117,-60.9244194217106,10.8068318113142,-33.6375458873387,1.93981964204872e-08,-1.66386530088003e-15,5.63790955965041e-10,3.11969027788269e-11,1.76688594250649e-09,4.12395331617492e-08,10.8068318367079,-33.6375459421495,-2.36921457040746e-08,4.68882213566779e-09,1.78659661442846e-11,8.18021164561372e-13,3.79955729534856e-09,5.04745971876001e-11,2.10596977195687e-10,1.96030490453822e-09,3.7275899479749e-08,-6.79846740019772e-15,1.15500163811187,-2.46782617278815,2.58492443475277,-8.15747075531288,2.79762347392999,-11.4170147992162,1.42169067390999,-2.2464994316477,4.44489039298928,-15.5409975839771,2.88195349721812,-10.80030059129,1.07149537561896,-4.85604022016052,4.37750066109608,-11.5388312505051,2.88195348984466,-10.8003005775887,1.07149537504014,-4.85604023586043,4.37750055840232,-11.5388315224222,5.79855187583596,-18.9255462116938,3.75335855698391,-12.216999905349,4.0256633529496,-11.7483708650956,5.62395309019548,-16.0933239111513,4.75043642034622,-16.2188989993441,6.70634561314887,-19.4868059140474,1.81163509171192,-8.11155803818672,-0.843791580867897,1.85739748836261,0.651598461735019,2.38602668704633
"delta_temp_agk_30_44_kids",-3.33048759307143e-17,11.65432696101,-5.11352768061237,41.8523997927412,-46.2950609318049,24.6353852294472,-1.00245596350913e-08,-2.85998565130748e-09,-7.56787646513387e-14,-1.36249449800352e-08,-25.3638648332198,13.6773010459383,-4.20491535984008e-15,-2.36921457040746e-08,-46.2950609205069,24.6353852061187,-1.6256657463262e-08,-2.41962166410358e-07,-1.28648470713431e-08,-2.38844419225919e-08,1.4662082176112e-17,-1.0804615346232e-09,-1.928617711647e-08,-5.20752630063489e-09,-2.46417177180771,1.12718905105876,-13.487548408114,7.46798125825945,-16.914270414259,8.67869591120277,-10.4615962311125,5.2005241114678,-17.3374076775168,9.14001652781206,-19.323992183617,9.46415988045409,-5.58963579288189,2.77088152443428,-9.44864504094297,5.37883569451814,-9.86010788082094,5.03709615366155,-3.08014902876532,1.42862101066038,-5.47297932953957,3.09412801094045,-26.5166031466097,14.7040872843885,-11.144347047947,5.18569214844444,-13.4871579005544,7.59811344877692,-20.3312093221976,10.8769956368204,-22.4497862715098,11.7328502849787,-11.5805948067042,6.00419337103406,-13.9829787204525,7.57482719069805,-5.19085769374367,2.08572858580892,-7.42351291729941,3.94787948021023
"delta_home_agk_30_44_kids",-7.21680922831356e-19,20.9016050426219,2.41587859686072,-110.570767698886,24.6353852266161,-63.4103806357023,3.05182785819945e-11,7.60252527548852e-08,7.49781213846082e-10,-3.2282357803385e-08,13.6773010283197,-35.0565180017446,2.6999054970706e-08,4.68882213566779e-09,24.6353852061187,-63.4103806538045,-2.00216922683033e-08,-3.10592030070892e-07,2.5458949908087e-09,-5.66019712520185e-08,-1.17683361060866e-14,-3.12892898377121e-08,3.75813381404376e-09,-1.23702293075064e-08,1.12718912222556,-2.50818444263611,7.4679813182813,-18.4743743980439,8.67869590814121,-26.9807937601836,5.20052414355169,-11.0614164994431,9.14001630897804,-26.1125067908982,9.46415987726455,-26.8920847439483,2.77088154772166,-9.71711839326123,5.37883567585506,-10.7082625453577,5.03709612496294,-14.2629049919134,1.42862105021766,-5.1217444305463,3.09412802604058,-6.13492235064692,14.7040872901287,-39.2118156514191,5.18569218347323,-15.3291911744471,7.59811344656946,-17.4945045768805,10.8769956362992,-28.9201002455589,11.7328503591363,-30.2986928996859,6.00419342806222,-13.9597903863121,7.57482721784645,-20.8533346653783,2.08572802544138,-5.61334114623686,3.94787946641098,-5.15720169479
"delta_temp_agk_45_64_woman",-4.65149606484375e-17,8.69538144492431,-2.37006433235669,31.6280665991784,-33.904143907581,17.8369231735858,-6.37782248701949e-09,-3.36725574146239e-09,-1.5714205943901e-07,-8.65814525167598e-09,-6.98040612383163e-09,-1.01307912789474e-09,-5.39626831209879e-10,1.78659661442846e-11,-1.6256657463262e-08,-2.00216922683033e-08,-33.9041438984085,17.8369230475467,-33.9041439082873,17.8369231650057,-6.83406668335193e-11,-8.39016905399936e-09,-5.57499672803651e-15,-4.0436482329825e-08,-3.08802957329318,1.51203835272001,-8.23337933935226,4.37028094604228,-12.3285663529024,6.28741421150886,-7.1455168090494,3.80162953753039,-13.2423466349659,7.15743137515361,-13.3109865882437,6.98678049256143,-4.56118712507915,2.44120324314709,-7.91779275011611,4.15295610937072,-13.3109865989403,6.98678049567107,-4.56118712634971,2.44120322427011,-7.91779266291246,4.1529561169888,-17.3392329104912,8.93841104318425,-14.1981651943499,7.61058001931234,-7.27278812131381,4.25505967160604,-11.7274135166489,6.23782444611578,-15.7069113012665,8.48995843448138,-12.1455405694538,6.57179173453497,-0.339196233568775,1.40313796873171,2.97883148867907,-2.79409066188454,-0.84712729523267,0.738478638167545
"delta_home_agk_45_64_woman",2.99662919014226e-18,20.4778071211246,1.10671635080166,-99.6553189889292,17.8369231860627,-54.996909172158,-9.13197197699341e-08,-2.64930563815124e-08,-2.25289017306736e-06,-1.24116839395533e-07,-1.0815705702974e-07,2.49151940707555e-10,-8.49343521323057e-09,8.18021164561372e-13,-2.41962166410358e-07,-3.10592030070892e-07,17.8369230475467,-54.9969079550301,17.8369230366415,-54.996909488013,5.33669001812584e-14,-1.29999538574684e-07,-2.24810849271773e-10,-6.26535850048622e-07,1.51203814792294,-3.43929320663707,4.37028084653379,-12.461092914397,6.28741408037452,-22.5294775787173,3.80162952395244,-8.28276582996367,7.15742948507946,-22.9009957065022,6.98678043700851,-23.4619179340822,2.44120321294945,-8.75954308900094,4.15295575311849,-10.0032948102351,6.98678031413853,-23.4619179372677,2.44120329151169,-8.75954286620784,4.15295601225317,-10.0032954502314,8.93841096039187,-30.4847104160213,7.61058004969094,-21.8969155023324,4.25505966449126,-12.6700518843408,6.23782434613176,-20.2837019040543,8.48995853064159,-25.5482411578696,6.57179181870538,-18.9262834292716,1.403137902968,-2.7002108652555,-2.79409857459993,8.3654786546309,0.738478341437298,4.94913570339089
"delta_temp_agk_45_64",-4.06156370650788e-17,20.7514253297818,-8.00330762289556,73.9163708174035,-83.0687904805596,43.3047103390477,-8.91306828518622e-09,4.33307571272065e-11,3.06054236406952e-10,1.68848583953935e-11,-1.05564851060915e-08,1.72206239771734e-09,1.19272405265434e-08,3.79955729534856e-09,-1.28648470713431e-08,2.5458949908087e-09,-33.9041439082873,17.8369230366415,-83.0687904757916,43.3047103204047,1.12588792728067e-10,1.06438894545966e-09,2.02407461069946e-08,-3.5252566478179e-14,-5.56541791160444,3.15653895693011,-20.4548878806679,11.3964457606965,-31.7238895554955,16.0004224468787,-21.8308420821327,11.1110338905087,-30.7245743163183,16.3240379815501,-26.8489102232534,13.4916963471912,-12.6128762399593,6.40260627601884,-22.9458459017153,12.0535676638847,-13.3109865912176,6.98678049282325,-4.56118711898801,2.44120327253758,-7.91779265288474,4.15295615947469,-45.7581102104456,24.0373065860308,-27.5369837287652,14.90229585436,-18.2906031504133,10.1127454811389,-36.9478900065954,19.6262474382256,-32.4224502176226,17.1770946470939,-24.9347557551225,12.8309015908664,4.30942923353084,0.333589293176683,-0.656910782499227,-1.90491284025115,2.41628121779334,-0.98999156507121
"delta_home_agk_45_64",-8.33258516486484e-18,42.4601203265414,3.75096261945935,-210.218079473086,43.3047103275204,-121.154430716057,-3.25122380828956e-15,-9.50801771454431e-09,5.24650908016946e-10,-2.26190958274e-08,-7.31996220557717e-15,-2.86058850552547e-09,-1.5237213646473e-09,5.04745971876001e-11,-2.38844419225919e-08,-5.66019712520185e-08,17.8369231650057,-54.996909488013,43.3047103204047,-121.154430695493,-3.0233732669229e-12,-2.36911487754175e-08,-4.50464937881438e-15,-1.14180035925515e-07,3.15653908525494,-6.55669708961963,11.396445771396,-28.1062293627413,16.000422402753,-53.3083575093188,11.1110339951936,-22.4433087254195,16.3240379061304,-48.2283041080773,13.4916963534845,-43.024483774816,6.40260628789965,-23.9792234917349,12.0535675473737,-27.0126512837526,6.9867804693103,-23.4619178990682,2.44120325398332,-8.75954293511466,4.15295610407195,-10.0032951175284,24.0373065759921,-72.0944594756253,14.9022958426223,-39.8228635377508,10.1127454632564,-26.1411027470117,19.6262473584622,-56.5359569569502,17.1770947564019,-48.5838850898392,12.8309016736202,-33.4762803205938,0.333589231439616,-5.13004329055645,-1.90491453068484,7.38478461371658,-0.989991628941645,13.3943309458413
"delta_temp_agk_65plus_woman",3.67358085508573e-18,0.286019204135732,-0.00520943196484695,0.939593219819029,-0.977287344721122,0.502288750788093,1.15728066629032e-09,3.4146385040978e-09,3.36844774416176e-11,-4.87288807785064e-15,1.03907795643303e-10,2.27670065173874e-09,1.21264983235458e-09,2.10596977195687e-10,1.4662082176112e-17,-1.17683361060866e-14,-6.83406668335193e-11,5.33669001812584e-14,1.12588792728067e-10,-3.0233732669229e-12,-0.977287345845053,0.502288749996492,-0.977287344088721,0.502288754863311,-0.118161437078872,0.0515895554739629,-0.497065762415837,0.280106563932755,-0.145133320316336,0.0676122747029724,-0.317885341275592,0.168804782025939,-0.380663049973545,0.198174425767195,-0.211632427326237,0.0983560493869488,-0.060244180080904,0.0302174829022702,-0.613468728914595,0.331755859805667,-0.211632429813703,0.098356049373456,-0.0602441790769753,0.0302174871249334,-0.613468734834855,0.331755858082249,-0.4227320922085,0.233361954565883,-0.426889238029149,0.192821081651905,-0.182665061889847,0.0936378719268119,-0.481191654589898,0.245828812809303,-0.278737601929971,0.142839180754211,-0.107290581233517,0.0496178374875796,0.0751242508815293,-0.0186062056100199,0.413839352890763,-0.259820572985235,0.21968623075372,-0.0342083841923614
"delta_home_agk_65plus_woman",3.06735209119181e-18,9.1749028236958,0.00195738969204,-29.5747921737584,0.502288753078262,-15.8172782857634,1.27588175155513e-11,-2.84006786280475e-09,-1.98066136598659e-08,-1.46058870909877e-08,-3.49470639832599e-15,2.7126988537887e-11,1.44484419446442e-11,1.96030490453822e-09,-1.0804615346232e-09,-3.12892898377121e-08,-8.39016905399936e-09,-1.29999538574684e-07,1.06438894545966e-09,-2.36911487754175e-08,0.502288749996492,-15.8172782908775,0.502288748805551,-15.8172783305944,0.051589469759072,-1.87203393823342,0.280106560209156,-6.95936543905415,0.0676122464751919,-4.13495403535012,0.168804776541604,-2.85176371494544,0.198174302593768,-6.57510388649868,0.0983560509418652,-5.90358651846169,0.0302174817524618,-1.88943202793891,0.331755761894585,-6.54706047072878,0.0983560446351241,-5.90358652492898,0.030217483576905,-1.88943206676503,0.331755852777034,-6.54706047070546,0.233361948713809,-8.06884445348249,0.192821078792095,-6.81970912712144,0.0936378807178085,-2.37378673946058,0.245828822586713,-8.63386519872733,0.142839188456218,-3.99557298221425,0.0496178528914179,-1.86836721828516,-0.0186062183012324,0.882658842234759,-0.259822775781428,5.77885335162851,-0.034208386909969,6.27021697593299
