"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"gamma_prim",25.832191679615,4.80887095739456,5.37177892866788,4.09596178546732,6.30674626195706
"gamma_temp",13.5286333386039,2.3749010240255,5.69650406553474,1.95492915468161,6.92026782976042
"gamma_home",7.82173346310377,1.16015152652819,6.74199299337276,0.948690941223911,8.2447645731843
"delta_temp",-0.705101333317722,0.680029602716476,-1.03686858704547,0.712840162550007,-0.989143668330077
"delta_home",-0.688765826215023,0.503344128091847,-1.3683795792475,0.533061023869337,-1.29209564266295
"delta_temp_agk_18_29_woman",0.0587534288383427,0.647724868544698,0.0907073847115818,0.718419523964363,0.0817815035344962
"delta_home_agk_18_29_woman",0.883301883941561,0.521703598488018,1.69311058329196,0.538995002903531,1.63879419880198
"delta_temp_agk_18_29_nonwoman",0.11954976606084,0.748570767070782,0.159704027087043,0.824378487060697,0.145018056556877
"delta_home_agk_18_29_nonwoman",0.00490429928794844,0.63385144341547,0.00773730081219334,0.862430042988433,0.00568660534013217
"delta_temp_agk_30_44_woman_kids",0.195203963122438,0.534161626469882,0.365439884576667,0.543140783026428,0.359398463939211
"delta_home_agk_30_44_woman_kids",-0.0845404489458781,0.438771691415694,-0.192675258226229,0.465396411176759,-0.181652558798459
"delta_temp_agk_30_44_woman_nokids",-0.421771503091096,0.579291312448505,-0.728081871810547,0.557958331159517,-0.755919357301458
"delta_home_agk_30_44_woman_nokids",0.512493831754378,0.450969995844886,1.1364255637323,0.467814111577914,1.09550742286453
"delta_temp_agk_30_44_nonwoman_kids",0.00802445748786557,0.515273803786894,0.0155731912410286,0.562866296194964,0.0142564185173491
"delta_home_agk_30_44_nonwoman_kids",-0.119779956592911,0.41522554361861,-0.288469624361383,0.418272019727995,-0.286368561470607
"delta_temp_agk_45_64_woman",0.238769432830864,0.508887608168566,0.469198756264021,0.512067174813337,0.466285371480611
"delta_home_agk_45_64_woman",0.666385539159025,0.415977948362983,1.60197323387329,0.425461886317906,1.56626377259349
"delta_temp_agk_45_64_nonwoman",0.367429230332678,0.417561692826515,0.879939986461676,0.424581724797343,0.865391063423786
"delta_home_agk_45_64_nonwoman",-0.0814588969513804,0.337145838551887,-0.241613235688341,0.3771198398198,-0.21600268230466
"delta_temp_agk_65plus_woman",-1.48574520917609,1.13564945882511,-1.30827800570889,1.1555011509991,-1.28580158305463
"delta_home_agk_65plus_woman",0.310630390144255,0.548521568121567,0.566304787627624,0.558394787582677,0.556291708038665
"delta_temp_agk_65plus_nonwoman",-0.261133518938905,0.600764586243531,-0.43466862880804,0.602930063630113,-0.433107477452154
"delta_home_agk_65plus_nonwoman",0.101898848765546,0.468010192233495,0.217727841095194,0.516091358426898,0.197443431481094
"delta_temp_income_50minus",-0.263792283102345,0.396574385881367,-0.665177309714745,0.43061208297236,-0.612598423345396
"delta_home_income_50minus",0.186730901357189,0.32930955535921,0.567037604340098,0.381717704819057,0.489185853838517
"delta_temp_income_100_149",-0.599310413727176,0.446705335358547,-1.34162358559282,0.474312271408878,-1.26353554367676
"delta_home_income_100_149",0.664028786468591,0.240873417180159,2.7567541252256,0.232735824802822,2.85314384681073
"delta_temp_income_150plus",-0.984081212125054,0.45049806266033,-2.18442939868321,0.488986825321848,-2.01249023729287
"delta_home_income_150plus",0.413068435508554,0.235968427981553,1.75052416563476,0.247852534870909,1.66658951349316
"delta_temp_education_highschool",1.04544319554403,0.477886181750148,2.18764056268658,0.514085842651237,2.03359654907532
"delta_home_education_highschool",0.880871873866972,0.430893760279666,2.04429015935449,0.490809850653309,1.79473144781927
"delta_temp_education_graduate",-0.0262080428713249,0.243529857781573,-0.107617370248011,0.244317487383134,-0.107270433860618
"delta_home_education_graduate",-0.0905255226563746,0.185107797196253,-0.489042190699285,0.187729547971306,-0.482212436106283
"delta_temp_impgender_20minus_nonwoman",0.590357081605193,0.379032990907081,1.55753482089352,0.413664080750297,1.42714127012046
"delta_home_impgender_20minus_nonwoman",1.24032133842981,0.320933596447603,3.86472887899199,0.320447511948848,3.87059125810222
"delta_temp_impgender_40_59_nonwoman",-0.184923713459763,0.484141810304404,-0.381961874648859,0.49832290176457,-0.371092142875522
"delta_home_impgender_40_59_nonwoman",0.29571202462569,0.376307470829374,0.785825548384533,0.354396233911637,0.834410742354053
"delta_temp_impgender_60plus_nonwoman",0.685657197681286,0.410110672521692,1.67188333204135,0.399283897262065,1.71721725414652
"delta_home_impgender_60plus_nonwoman",1.72165869984502,0.332356025331229,5.18016394656664,0.345975846144539,4.97623958155091
"delta_temp_impgender_20minus_woman",-0.0484315145046458,0.382864698931321,-0.126497727891423,0.384194997279494,-0.126059721879754
"delta_home_impgender_20minus_woman",0.30099204626352,0.300645803912836,1.00115166200951,0.317236146445152,0.948794926543969
"delta_temp_impgender_40_59_woman",-0.0705762430796677,0.487141393116877,-0.144878353752901,0.510590329103605,-0.138224794040991
"delta_home_impgender_40_59_woman",-0.141468564942086,0.369867068850674,-0.382484889454165,0.323075387742809,-0.437880972396155
"delta_temp_impgender_60plus_woman",-0.234613120554349,0.487573574535316,-0.48118506171699,0.502297686616228,-0.467079834937806
"delta_home_impgender_60plus_woman",1.07863163185072,0.313742239943446,3.43795477473851,0.308363396283635,3.49792369927911
"delta_temp_jobtype_health",-0.18893999508453,0.391930176959722,-0.482075650694147,0.361878022387433,-0.522109615383736
"delta_home_jobtype_health",-0.192829315214468,0.308848882349754,-0.624348431334453,0.296974527462868,-0.649312642608981
"delta_temp_jobtype_retail",-0.0442469041124922,0.402541455551541,-0.109918875440711,0.425156824718582,-0.104071960133252
"delta_home_jobtype_retail",-0.237040471061226,0.331688111313099,-0.714648680420957,0.389689666687239,-0.608280104207823
"delta_temp_jobtype_education",0.0745985738993639,0.371283510877053,0.200920783481996,0.384099884239445,0.194216600838285
"delta_home_jobtype_education",-0.214941822114692,0.299855853369556,-0.716817162977933,0.28517864233397,-0.7537093954707
"delta_temp_jobtype_public",-0.0476590353603473,0.456998183759938,-0.104287143918678,0.468020241489649,-0.101831141338363
"delta_home_jobtype_public",-0.657139234848739,0.390067229416345,-1.68468198631301,0.482065092702352,-1.36317531552629
"delta_temp_jobtype_information",-0.122817776196579,0.294739990388965,-0.416698718197342,0.303045958207326,-0.40527772395682
"delta_home_jobtype_information",0.272834089707134,0.22356266511772,1.22039200759871,0.223051511465106,1.22318870612009
"delta_temp_commute_noncar",0.19248350379406,0.227844850361219,0.844800764594422,0.240038248852718,0.801886802266097
"delta_home_commute_noncar",0.441314397846166,0.174831659195499,2.52422473067469,0.182642031647126,2.41628060017865
"delta_temp_neighborhood_suburban",-0.321106257089884,0.341358291713579,-0.940672205376843,0.361374282898558,-0.888569752430398
"delta_home_neighborhood_suburban",0.0316087910185084,0.277609971362211,0.113860431105578,0.279255115892971,0.113189657841839
"delta_temp_neighborhood_town_rural",-0.267192535611391,0.337743129620297,-0.791111682750671,0.352686532923977,-0.757592112735944
"delta_home_neighborhood_town_rural",-0.117730572843361,0.27694236612265,-0.425108568586511,0.26864651450698,-0.438235995949623
"delta_temp_homeownership_nonown",-0.13113800184478,0.258137052974073,-0.508016963600927,0.25851106889974,-0.507281960509165
"delta_home_homeownership_nonown",0.0705184333398287,0.203044111397075,0.347305976295576,0.211167611327604,0.333945309588348
"delta_temp_factor_score_1",0.21732139151597,0.142650907837953,1.52344906043529,0.165925177521835,1.30975536541084
"delta_home_factor_score_1",0.718310868231418,0.115011689145388,6.2455466359023,0.116194532106634,6.18196790510084
"delta_temp_factor_score_2",-0.0378257798155539,0.13880625568449,-0.272507745627349,0.140449271677253,-0.269319871607992
"delta_home_factor_score_2",-0.556925851403533,0.111239266925619,-5.00655808686625,0.103695789219962,-5.37076631165965
"delta_temp_factor_score_3",-0.0446546380017817,0.116946458960124,-0.381838307879062,0.115129471587796,-0.387864526657962
"delta_home_factor_score_3",-0.0206101851071088,0.0910894014302212,-0.226263262064546,0.0893424409003357,-0.230687508639932
