"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"alpha_base",-5,NA,NA,NA,NA
"gamma_prim_ampk",2.30118289210813,0.465787286357288,4.94041584969962,0.156202343032843,14.7320638565855
"gamma_prim_mddy",2.88064665238887,0.492779628864258,5.8457096918314,0.263443666201139,10.934583070179
"gamma_prim_pmpk",2.52534557639814,0.526588251959904,4.79567397677233,0.17053151917938,14.8086734261821
"gamma_prim_offt",6.35211005452513,2.36286421158004,2.6883093930639,1.49168677476891,4.25834039824425
"gamma_temp_ampk",2.46463437684404,0.67790846468408,3.63564478869963,0.194226172367694,12.6895070154509
"gamma_temp_mddy",3.0698203842716,0.630318631096132,4.87026756441127,0.285397319166249,10.756304205098
"gamma_temp_pmpk",2.70588914073978,0.740961872162317,3.65186015961023,0.188068649704828,14.3877735336892
"gamma_temp_offt",5.17546839135891,2.06100529869048,2.51113783872719,1.11781558373005,4.62998411069637
"gamma_home_ampk",2.20430290244779,0.342868145359324,6.42901048780048,0.112039441348261,19.6743474969318
"gamma_home_mddy",2.18876192626793,0.273081873803275,8.01503921071188,0.131075764238136,16.6984487101019
"gamma_home_pmpk",2.40659981279475,0.472429137770207,5.09409691399123,0.132840771868962,18.1164244902814
"gamma_home_offt",6.45501023440721,1.98523641520825,3.25150706734849,0.964667886522192,6.69143269366904
"delta_prim",-5.63199602584696,0.757498202118772,-7.43499589846406,0.863045559149702,-6.52572273403014
"delta_temp",-3.93947951827215,0.741006286163086,-5.31639149604343,0.763971061105839,-5.15658212572843
"delta_home",-5.32273349561428,0.698694366261304,-7.6181142322588,0.689108652908469,-7.72408454479424
"delta_mddy",0.725629317524338,0.630570137867591,1.1507511598602,0.600312801260837,1.20875203060854
"delta_pmpk",0.543752805387986,0.725620281134251,0.749362744572161,0.75755416363233,0.717774162550692
"delta_offt",1.31315268252755,0.800312693864746,1.64079951823115,0.671909024619339,1.95436083519119
"delta_prim_agk_30_44_woman_nokids",0.0432743537514885,0.62226422564327,0.0695433739690777,0.849039596894955,0.0509685931136172
"delta_temp_agk_30_44_woman_nokids",0.00287336270130555,0.58549991666204,0.00490753733610537,0.640102565295952,0.00448890983584333
"delta_home_agk_30_44_woman_nokids",0.473857704839297,0.520171789679072,0.910963866632696,0.477066778943096,0.993273323053622
"delta_mddy_agk_30_44_woman_nokids",0.00218095101639781,0.485584967805414,0.00449138906884732,0.409758421505269,0.0053225288412279
"delta_pmpk_agk_30_44_woman_nokids",0.254881705732906,0.584522787122142,0.436050931372238,0.571767814765958,0.445778337203602
"delta_offt_agk_30_44_woman_nokids",0.154685493498633,0.674616653508642,0.229293914839075,0.593121250243571,0.260799108841758
"delta_prim_agk_30_44_man_kids",0.561758485557308,0.550082460549456,1.02122595400731,0.656186915834313,0.856095225311002
"delta_temp_agk_30_44_man_kids",-0.55442062229286,0.537391573548218,-1.03168834344053,0.606883265863468,-0.913553978958433
"delta_home_agk_30_44_man_kids",-0.202811095993308,0.492317216160463,-0.411952069389353,0.503113242905366,-0.403112219471942
"delta_mddy_agk_30_44_man_kids",0.110906323580307,0.447786932345124,0.247676552326961,0.371240623566998,0.298745117155239
"delta_pmpk_agk_30_44_man_kids",0.404941499568667,0.537768469885803,0.753003424791077,0.527520112460164,0.767632342357839
"delta_offt_agk_30_44_man_kids",0.344156779114595,0.632586994455376,0.544046561391759,0.59823695525533,0.57528505400959
"delta_prim_agk_30_44_man_nokids",0.47464640362639,0.572285400694062,0.829387580131773,0.761511045895292,0.623295494116383
"delta_temp_agk_30_44_man_nokids",-0.68611065206783,0.55067872376027,-1.24593637354059,0.51386467755793,-1.33519714826182
"delta_home_agk_30_44_man_nokids",0.195230013320372,0.478954672355879,0.407616888587966,0.45766777336438,0.426575836627537
"delta_mddy_agk_30_44_man_nokids",-0.134134068247735,0.446162869761217,-0.300639244855859,0.349502987931912,-0.383785183186664
"delta_pmpk_agk_30_44_man_nokids",-0.0611029775242362,0.546753395397331,-0.111756009269649,0.511120359132755,-0.119547140771134
"delta_offt_agk_30_44_man_nokids",-1.35186398326333,0.75012922137625,-1.80217480500638,0.749584537943877,-1.80348435010615
"delta_prim_agk_18_29_woman",0.0876002210612054,0.654997005933252,0.133741406857869,0.700996831928314,0.124965216775992
"delta_temp_agk_18_29_woman",-0.520362321193115,0.63450948569965,-0.820101720968491,0.690209549884802,-0.753919329687577
"delta_home_agk_18_29_woman",-0.000119073946053951,0.598857736353402,-0.000198835113626524,0.64976350918606,-0.000183257361132994
"delta_mddy_agk_18_29_woman",-0.232860759713764,0.549193423250874,-0.424005004166615,0.467825206312629,-0.497751631531698
"delta_pmpk_agk_18_29_woman",0.284229196880001,0.633823681842573,0.448435748020215,0.63058999361139,0.450735342710118
"delta_offt_agk_18_29_woman",-0.107213420456392,0.732986970741457,-0.146269203595719,0.656733559863276,-0.163252538028835
"delta_prim_agk_18_29_man",0.0538952238995618,0.722185691545403,0.0746279309193064,0.753697409075735,0.0715077738765932
"delta_temp_agk_18_29_man",-1.03677799524921,0.744444345892891,-1.39268704365763,0.764473201090975,-1.35619926737736
"delta_home_agk_18_29_man",-1.19146675352382,0.725144757495782,-1.64307435337247,0.65369664620583,-1.82266003725015
"delta_mddy_agk_18_29_man",0.805572354640735,0.620901839696014,1.29742304360885,0.477486135683078,1.68711150845941
"delta_pmpk_agk_18_29_man",0.493709225720624,0.76141023518604,0.648414222590523,0.698376159132518,0.706938831265203
"delta_offt_agk_18_29_man",0.516797963026244,0.845387111301473,0.611315166883292,0.769325295794691,0.671754803658714
"delta_prim_agk_45_64_woman",-0.133886408330515,0.534797992342505,-0.2503494969083,0.696618221295321,-0.19219481236302
"delta_temp_agk_45_64_woman",-1.10282061797719,0.515669084926431,-2.13862077486092,0.586871516561801,-1.87915171695175
"delta_home_agk_45_64_woman",-0.133376197595773,0.432578976179712,-0.308327970012954,0.419364323437169,-0.318043739397292
"delta_mddy_agk_45_64_woman",0.194607687619824,0.410256921654436,0.4743556472735,0.352485333427668,0.552101517891263
"delta_pmpk_agk_45_64_woman",0.230533659390842,0.507192238485918,0.454529154623967,0.495720869463207,0.465047315116017
"delta_offt_agk_45_64_woman",-0.236092020102782,0.620641300931189,-0.380400111543588,0.603079445492928,-0.391477477581435
"delta_prim_agk_45_64_man",0.658319830959617,0.520767343265009,1.26413424242812,0.630710879538893,1.04377433831633
"delta_temp_agk_45_64_man",-0.264305123883889,0.499077109197963,-0.529587751096496,0.544773843615187,-0.485164856906359
"delta_home_agk_45_64_man",0.369365032884814,0.437262680825548,0.844721146079643,0.41559995997796,0.888751367792245
"delta_mddy_agk_45_64_man",-0.244822883518364,0.408485064979275,-0.599343536662191,0.345398607701375,-0.708812595243675
"delta_pmpk_agk_45_64_man",-0.13741957722004,0.502813505593113,-0.273301285051882,0.498322697672217,-0.275764234424719
"delta_offt_agk_45_64_man",-0.29442702982167,0.598749196694044,-0.491736826449756,0.587480516121657,-0.501169011979112
"delta_prim_agk_65plus_woman",1.07155381028839,0.709671173794073,1.50993002091321,0.812851467334177,1.31826521000528
"delta_temp_agk_65plus_woman",-2.50694806995042,1.17630528708701,-2.1312053065396,1.1737638089261,-2.13581987354345
"delta_home_agk_65plus_woman",-0.702854939292063,0.628820546624431,-1.11773532697851,0.575544793458939,-1.22119937019673
"delta_mddy_agk_65plus_woman",0.042330787776699,0.600780032769638,0.0704597114879985,0.512918296251284,0.0825292996683447
"delta_pmpk_agk_65plus_woman",0.0177999215696112,0.755290381214529,0.0235669909379601,0.820433440834293,0.0216957533465611
"delta_offt_agk_65plus_woman",-0.485123562146452,0.985986580901528,-0.492018422505186,0.973781749007025,-0.498185104250657
"delta_prim_agk_65plus_man",0.0787114550882984,0.602535512672172,0.130633719395596,0.671110401410971,0.11728540479005
"delta_temp_agk_65plus_man",-1.11069796524162,0.639012071497604,-1.73814864348112,0.79208386345318,-1.40224793925154
