"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_2",-0.997483711239667,0.571148699605691,-1.74645186433639,0.567428278352771,-1.75790271527414
"asc_3",-1.40260864212623,0.496388091702703,-2.8256291107126,0.485083350008562,-2.8914796644772
"asc_4",-1.32122750365453,0.503355654419102,-2.62483890278196,0.471302030593791,-2.80335627238849
"asc_5",-0.994705733586616,0.621989048363944,-1.59923351737953,0.598674382395772,-1.6615137758292
"asc_6",-3.34109424812385,0.825218048928895,-4.04874112055653,0.843846475869349,-3.95936268464211
"b_2_age_18_29",0.0346752402701396,0.438861689534888,0.0790117731782169,0.423522900230019,0.0818733538406239
"b_3_age_18_29",-0.108125975466942,0.375666355708505,-0.287824485275016,0.383600974811237,-0.281870961146927
"b_4_age_18_29",0.646744007099034,0.349939457737737,1.84815971105418,0.344333839684081,1.87824701659415
"b_5_age_18_29",-0.133172724240703,0.597191502347517,-0.222998357674566,0.561449310174705,-0.237194563832066
"b_6_age_18_29",0.353670741544098,0.627851398240106,0.563303263376417,0.63484499615622,0.557097785578306
"b_2_age_45_64",0.227302131015876,0.309553831769615,0.734289508601672,0.304640978403987,0.74613117449501
"b_3_age_45_64",0.421820519101581,0.212386693757894,1.98609673533704,0.211841072217091,1.99121216054508
"b_4_age_45_64",0.237417378759568,0.220881068505662,1.07486522211152,0.221101209236656,1.07379502617486
"b_5_age_45_64",0.456176405902658,0.319953926330989,1.42575654918124,0.346189430212521,1.31770749217449
"b_6_age_45_64",0.519011192822476,0.375638567372241,1.3816770638148,0.38640499669082,1.34317929961387
"b_2_age_65plus",-11.9353004619119,145.617231721526,-0.081963517097596,0.311935699192133,-38.2620536630548
"b_3_age_65plus",0.127374090145004,0.326533658523968,0.390079511927726,0.322566925906396,0.394876473423585
"b_4_age_65plus",0.0400992880011498,0.348453333497906,0.11507792908341,0.361415527814613,0.110950650747133
"b_5_age_65plus",-0.704395942698115,0.669496985558137,-1.05212713110408,0.700422882797198,-1.00567237307418
"b_6_age_65plus",0.106250147872886,0.632555242373342,0.167969753083124,0.608998547082861,0.17446699730538
"b_2_gender_women",-0.0458419491542515,0.361829352653969,-0.126694942845314,0.352158437601806,-0.130174217793657
"b_3_gender_women",-0.218491632081391,0.22955273720141,-0.951814536150299,0.233636572429897,-0.93517735604921
"b_4_gender_women",0.263411121379135,0.246656292189008,1.06792784015941,0.249437410279519,1.05602091155435
"b_5_gender_women",-0.38957297025664,0.372867180991742,-1.04480359258346,0.360014936997279,-1.08210224138446
"b_6_gender_women",-0.0361898460687913,0.453638157452888,-0.0797769003207138,0.453594393109527,-0.0797845974697767
"b_2_kids_kids",-0.278808476292298,0.399575101017133,-0.697762387052098,0.3818756256302,-0.730102833434805
"b_3_kids_kids",-0.898050854474968,0.291073769785143,-3.08530327256168,0.275648380150935,-3.25795803328584
"b_4_kids_kids",-0.158457848126882,0.290039510595904,-0.546331938711801,0.289248768588233,-0.547825489111964
"b_5_kids_kids",-0.141728680660093,0.408259153048005,-0.347153712542552,0.39600961378348,-0.357892020110359
"b_6_kids_kids",0.534261981245168,0.461574562952761,1.15747708848472,0.443096900633194,1.20574524552462
"b_2_genderkids_women_kids",-0.108197631804794,0.550680478358631,-0.196479875457525,0.547006622597963,-0.197799491514231
"b_3_genderkids_women_kids",0.485510468892221,0.386297133224966,1.2568316643693,0.382801920773426,1.26830729561461
