"asc_2","asc_3","asc_4","asc_5","asc_6","l_2_1","l_2_2","l_2_3","l_2_4","l_2_5","l_3_1","l_3_2","l_3_3","l_3_4","l_3_5","l_4_1","l_4_2","l_4_3","l_4_4","l_4_5","l_5_1","l_5_2","l_5_3","l_5_4","l_5_5","l_6_1","l_6_2","l_6_3","l_6_4","l_6_5","d_01_2","d_02_4","d_03_3","d_04_1","d_05_3","d_06_5","d_07_1","d_08_3","d_09_1","d_10_3","d_11_1","d_12_1","d_13_4","d_14_1","d_15_2","d_16_1","d_17_2","d_18_2","d_19_2","d_20_5","d_21_3","d_22_1","d_23_3","s_01_2","s_02_4","s_03_3","s_04_1","s_05_3","s_06_5","s_07_1","s_08_3","s_09_1","s_10_3","s_11_1","s_12_1","s_13_4","s_14_1","s_15_2","s_16_1","s_17_2","s_18_2","s_19_2","s_20_5","s_21_3","s_22_1","s_23_3","logLike"
-1.20408076222422,-0.289932834239847,-2.02903734683815,0.626147779056006,0.0370206114038707,-0.0433694569105349,0.176935089680282,0.372089894789312,0.174786377600014,-0.240770477913634,0.270638433815077,-0.0677317488525803,0.127614300450486,0.233943330193752,0.0504744977901409,0.153521762673738,0.494738361825469,0.400480139542015,0.465356414544777,0.188162016591145,-0.481409881330752,-0.247873167807578,-0.153429377537922,-0.0520599738350199,-0.0952485673002901,-0.365455755082042,-0.403136028138584,-0.12325451774345,0.264801545296161,0.0983087853710313,1.25156296944539,1.16878107973625,1.36183129610402,1.4086652904004,1.43660494762837,1.04543212178852,1.25862501053406,1.22024734263057,0.990945550839829,1.00694969955028,1.30346226061859,1.06753301141078,1.27615862051444,1.0663067588399,1.06732578563735,1.30238107262041,1.39748848990032,1.08273859715021,1.13233641418309,1.10731089522937,0.999564650490769,1.34248268101319,1.21513346210176,1.07890034306638,1.06428957362257,1.05037322260757,1.00491032911912,1.03621060469136,1.03238714544268,1.03632019697582,0.991332037611903,1.05723986920258,1.02937357032929,1.00555036461847,1.04314844457083,1.09129968009799,1.07483752334242,0.972680714878001,0.990052326242996,1.10085697390015,1.01712221201646,1.00084589823548,1.06258082949902,1.03111467350932,0.970064294485577,1.03203570704506,-117654.42667524
-1.0663855764714,-0.244716975188285,-1.93702398035421,1.1533901749579,-0.924835597587292,-0.0424928027095326,0.0217026670835379,0.382643160193336,0.139642224587054,-0.318287311218772,0.280032251232122,-0.0983429582562208,0.120975658684695,0.240420189185386,0.0485456579430042,0.146741146493391,0.440308506558586,0.333414739403411,0.493902385368963,0.18738231802323,-0.591448206132451,-0.387885998350561,-0.272340380213541,-0.128976271410463,-0.139222213218497,-0.450083636771096,0.424953994197013,-0.0511818055271281,0.294417078365275,0.337806327410881,1.29488033661038,1.19484539580002,1.39698157377208,1.45222395516944,1.47505246734684,1.05528986259259,1.29737858770239,1.24985781276694,1.00515440297764,1.02489322517684,1.3295222332089,1.09034940120418,1.31381808853111,1.08397223868735,1.08370089608619,1.32607828426781,1.44174991004231,1.111105582647,1.13901885224117,1.11453629481802,1.00273391231845,1.37587832897307,1.26588445950392,1.08871409316319,1.07649680472491,1.05882178272772,1.00387074981045,1.04688286624825,1.03508926891117,1.03611311853523,0.990653881575808,1.05842964038834,1.02793720631036,1.00832338364896,1.04078968158958,1.1070778281846,1.08089552781721,0.967821835442848,0.995032688874883,1.1190286011302,1.012776226069,1.00402369673767,1.07202379269922,1.03145003406834,0.97004458650212,1.03285978053592,-115499.730549639
-1.01771560126321,-0.249274853570143,-2.14858806245542,1.11178906516925,0.664235197150632,-0.0990426538199526,0.123709438510123,0.301979537588034,0.200373869074889,-0.297291928759718,0.292057552000974,-0.0798671591677965,0.10906970125405,0.256151685073119,0.0426284896298039,0.173312518923078,0.513187409746449,0.341341668273464,0.543334895712081,0.225775424494147,-0.622972779898048,-0.34532821074343,-0.272754238779959,-0.137222824606775,-0.133853374658361,-0.539460997817108,-0.578684208390675,-0.370287265031628,0.289591819433537,0.122884663231113,1.33989283214391,1.22166816033471,1.45070757028064,1.49096781303029,1.52027930760834,1.05819912726968,1.32934574157685,1.27650212706841,0.999287832598689,1.03103473251383,1.35984248996705,1.11199357798496,1.34599622490403,1.10535031827089,1.0988075511202,1.36661837942585,1.49674376868015,1.12363034838083,1.15687341426786,1.1256225404456,1.01769464936843,1.40682577889322,1.29601159093348,1.10315731190198,1.08646127390355,1.06445403450765,1.00656060051137,1.05676318893388,1.04164885736488,1.03999895822743,0.987802505133927,1.06635226969643,1.0304688146348,1.01203292844614,1.04195075728912,1.12151355267062,1.08098558837253,0.961833922035154,0.986426437259053,1.14039406380115,1.01686954769792,1.00341267206459,1.08116103267346,1.03131160175861,0.964018426146009,1.03308233626217,-113397.57577596
-0.841907803595832,-0.135704669265437,-2.02375741070414,1.6189714240786,0.0773922339502636,-0.123407867214402,-0.0151246995329762,0.302082834212408,0.162081759968983,-0.358700484340855,0.290445506286416,-0.130705676874134,0.0848610749918643,0.24118037882776,0.0295989562724511,0.16814273101543,0.44964002033901,0.264135938587952,0.550634533783107,0.220864940859121,-0.718896969216318,-0.475250371544003,-0.400450218314736,-0.201772870012098,-0.165683149959953,-0.652875178446107,0.0716443106655051,-0.431189890234877,0.331886407877004,0.306346231915076,1.39703516730161,1.25139224477749,1.48284925253145,1.5305338594575,1.56103871962587,1.07387409543919,1.36816389911657,1.30584081693632,1.01804976507203,1.05638293462929,1.38279004271758,1.13587546453803,1.38697939411182,1.12590885967843,1.12140785957217,1.38949541919979,1.53559833661392,1.15259572747304,1.16275413091572,1.12567144836769,1.02853530040338,1.43843100542863,1.3476958171764,1.11231602243113,1.10099929761851,1.07495936950482,1.00643698427834,1.0697825606136,1.04514968251126,1.0401312182963,0.987470806434092,1.06477714580914,1.02684303002326,1.01699417076519,1.03860831462219,1.13983972840153,1.08505331643129,0.955530790132751,0.991031733568966,1.16511971255529,1.01360285088139,1.00811909499084,1.09140997625339,1.02939050956892,0.962969909339359,1.03442861319786,-111266.325115369
-0.597142953061032,-0.0192164461208383,-2.00795777433252,1.71232138679579,1.16105619263188,-0.186481430986844,-0.0178187847732949,0.179390886447217,0.201577218352867,-0.364524558528616,0.279890374433966,-0.146945264350282,0.0375287543164155,0.237531630190701,0.00935192751952917,0.17902140611257,0.436060045059563,0.203275669792662,0.573742263564673,0.229742958320579,-0.758487223572577,-0.470330812689768,-0.44046697845772,-0.22715903167852,-0.170212650105296,-0.691389784698724,-0.670935948263433,-0.618335815405162,0.310505785271099,0.161256399103522,1.45318140212146,1.28559904943119,1.53703829468882,1.56667698596713,1.60463850347789,1.0768814751729,1.40245475493285,1.33342852075271,1.01932757730793,1.06984258873246,1.4085795079413,1.15798054839468,1.42083391481105,1.15384087944051,1.14175701460884,1.42358105740315,1.58931236550292,1.1685104465072,1.17605176935468,1.1387107060645,1.04701961151824,1.46590672980865,1.38431942898688,1.12457713260894,1.11361799471183,1.08238044260944,1.01092231962889,1.08231453389029,1.05205875643548,1.04314536089572,0.985913003950299,1.07112063134689,1.02740958192721,1.02240485784262,1.03967212696199,1.15881081723532,1.08295047355478,0.948728283029333,0.986054917073632,1.19128194746993,1.01650416263802,1.00983050352118,1.10171718807977,1.02699710498884,0.958427792013074,1.0359128089417,-109180.895391502
-0.380602385237344,0.1367741697572,-1.89484520544015,2.11721779177706,1.03976562367897,-0.223348490759482,-0.125005371271331,0.143264777538748,0.175084336238496,-0.41646984952977,0.267700275920749,-0.197211153726501,-0.00432656101826629,0.209699467730677,-0.0142752959137687,0.189712834929451,0.371798478411962,0.126743529324938,0.568717462674069,0.214857485932245,-0.835944861054013,-0.564386845964821,-0.54317775257662,-0.276953403120174,-0.20341851149212,-0.794051532602315,-0.365379711348076,-0.746077960381054,0.340986947886736,0.25684426530666,1.50954602923324,1.32277691363208,1.56822423289848,1.60436574096816,1.64811005042105,1.09502704461745,1.44001756990852,1.36436910035485,1.03855351127678,1.09769316485197,1.43007171219457,1.18143003425866,1.46349943692367,1.17729674665735,1.16565046472189,1.44635333993709,1.63148668919758,1.19835270323936,1.18697283913935,1.13547736704713,1.06294872286338,1.49509455031086,1.43526259508428,1.13622636785981,1.12998556587475,1.09513010699076,1.01221626999141,1.09799932585359,1.05746189653797,1.0454690698912,0.984865300119458,1.06901124305161,1.02370449687734,1.0295171555062,1.03759127690024,1.18133404257575,1.08486119733515,0.941975481896828,0.989817371424995,1.22106302667954,1.01446765883753,1.01400066268936,1.11318277224594,1.02407064301443,0.956764500147658,1.03781977634308,-107083.593220211
-0.103438620709024,0.285992580021363,-1.83288075364084,2.31896336273202,1.65802272929596,-0.274453209089679,-0.173813709651251,0.028921574976554,0.195439133476216,-0.44257057506368,0.25005093322094,-0.22789999883766,-0.0549671909160302,0.193099396952205,-0.0422167801215574,0.210335684702129,0.329025042094371,0.0559233782666276,0.575367490778453,0.202614510687478,-0.883999021345039,-0.59039274374213,-0.599760546907043,-0.31660433742035,-0.223042988188046,-0.83124323715012,-0.758383341733128,-0.86933718419087,0.323786537689205,0.192686833239369,1.56177255882804,1.36556877614429,1.61779727642268,1.64025452142128,1.68928106003676,1.09792738295686,1.47480743438274,1.39476281537458,1.04701132949905,1.11939935061305,1.45280484056193,1.20522793556343,1.50172562957491,1.20623409631697,1.1885481309319,1.47471106094827,1.68580540184589,1.22098581097247,1.20321777036697,1.14832197065115,1.08140352443481,1.52097146418446,1.47820435268983,1.15052008933178,1.14572797625989,1.10600034310151,1.0178846705804,1.11403326288185,1.06509391829045,1.04918680768841,0.983338812829503,1.07300485804416,1.02234029708428,1.03705604951883,1.03817292892822,1.20612606425025,1.08299204664634,0.935378803533761,0.988642109561072,1.25241986607191,1.01598106346837,1.01618058677269,1.12508156401616,1.02140369680778,0.953630793479457,1.04029688361882,-105017.528545578
0.10138784017298,0.429444412196234,-1.79045031734384,2.66549522721014,1.79890423180629,-0.307689602404171,-0.245612885537314,-0.0269582446487038,0.183154964201201,-0.491674379041811,0.239682056920515,-0.268396956039742,-0.0956769440468265,0.163119064121788,-0.0733272634892792,0.240970962309146,0.282706950306028,0.000261502651428075,0.568922647480731,0.180685718795015,-0.94820549112753,-0.65853177185548,-0.6853610590666,-0.363341954199528,-0.26352655643912,-0.908806835906306,-0.692222028065639,-0.996404091671324,0.330789101657622,0.228701478498731,1.61416993965369,1.41162635268173,1.64858907465441,1.67582990297421,1.73610567786438,1.1147789382298,1.51210100041297,1.42733861875486,1.06408913203572,1.1480981025147,1.47459724256385,1.22921289214181,1.54658392108015,1.23201417858379,1.21339281566214,1.49902782292653,1.73337576423834,1.25054635839368,1.22097307533362,1.14431658564521,1.0995637917743,1.54756314803658,1.52813414656837,1.16596377630325,1.16427143798561,1.12124624230719,1.02179072369779,1.13191789375233,1.07224014048081,1.05341092462635,0.98147029191234,1.07245745221688,1.01937929729923,1.04620253795834,1.03757558380544,1.23441804757879,1.08391420526037,0.928712099766034,0.991477400716258,1.28804147934304,1.01572890548751,1.01952637586834,1.13835747187831,1.01854560439087,0.95200181743531,1.04314004763456,-102953.959674477
0.303073366501656,0.553299951766592,-1.80482837443785,2.89403533312202,2.19262755103245,-0.339721048653873,-0.290665499453824,-0.105707982773554,0.187611334253036,-0.521519793353035,0.226559352946201,-0.290345730616693,-0.1365504114161,0.141387060520794,-0.106170699036432,0.283427167167198,0.259148186393986,-0.0445153464164595,0.568377714964371,0.157061006720738,-0.996640306022647,-0.686378875257573,-0.736969521391986,-0.408444506879125,-0.294386605170014,-0.962103210245212,-0.874000011923662,-1.106163498273,0.314593773471674,0.20869147287033,1.66488414007742,1.46350646596896,1.69692508346228,1.71232750011214,1.77331209934905,1.11721353208265,1.54614833840542,1.45982535796145,1.07762846195009,1.17461361213967,1.49716433749595,1.25509137258662,1.59061066514287,1.2596806763751,1.2403159825817,1.52496495304489,1.79040696951613,1.27682403613126,1.24152258935209,1.15596021739164,1.11927219155746,1.57224390522194,1.57342704341356,1.18375073259359,1.18329874984341,1.13487309534668,1.02883842906242,1.1517144905204,1.08082360571366,1.05892622418853,0.979608271977045,1.07467357651465,1.01756084445707,1.05561596730899,1.03802511067011,1.26631793270677,1.08349669464985,0.922025791090759,0.992594868262009,1.32607319916174,1.01756385343025,1.02206552760631,1.15232228811904,1.01578505828356,0.949790777317157,1.04702978704854,-100910.11838467
0.461823090579403,0.658374905082766,-1.85575234232442,3.17103543409079,2.38429775078176,-0.364979986286181,-0.334369785772559,-0.155860993421064,0.177690231333574,-0.563067675880481,0.220056512579297,-0.308531269971846,-0.167581511745123,0.110742110859395,-0.14304187227578,0.332365009377367,0.247918137465016,-0.0717590970186034,0.558315040147106,0.124538466694512,-1.04305000783022,-0.722740650937237,-0.80555026289509,-0.452800324715123,-0.344103146873298,-1.0214692242855,-0.876874909971047,-1.21897074243782,0.30329322168915,0.223510186596033,1.71872888072447,1.51781673243703,1.72672447925751,1.74735101170293,1.82461542131091,1.13206342652917,1.58426428636821,1.49303396323636,1.09450662101357,1.20408767779066,1.52140165421465,1.27959425900196,1.6415068793579,1.28748423487309,1.26865404128785,1.54936777214019,1.84418702125358,1.30620587803933,1.26493046234842,1.1518043766622,1.14168951776823,1.59738167649254,1.61932373452594,1.20273382558515,1.20465497379635,1.15255126350173,1.03536693579747,1.17169740544145,1.08969186907769,1.06505424053231,0.977607869915506,1.07472232511841,1.01582637995639,1.06603746981613,1.03903460766863,1.30192306389214,1.08396262292006,0.915115894768645,0.995738084224385,1.36879932505718,1.01922532837154,1.02533174094137,1.16741097634187,1.01234724206017,0.948273563390399,1.05254507892792,-98876.8749712352
